Common name 	Scientific name 	Status 	No. 	No. Back
Long-bearded Melidectes 	Melidectes princeps 		0 	0
Cinnamon-browed Melidectes 	Melidectes ochromelas 		6 	1
Vogelkop Melidectes 	Melidectes leucostephes 		9 	0
Yellow-browed Melidectes 	Melidectes rufocrissalis 		15 	4
Huon Melidectes 	Melidectes foersteri 		2 	0
Belford's Melidectes 	Melidectes belfordi 		34 	14
Ornate Melidectes 	Melidectes torquatus 		13 	0
White-fronted Honeyeater 	Purnella albifrons 		18 	19
White-gaped Honeyeater 	Stomiopera unicolor 		10 	7
Yellow Honeyeater 	Stomiopera flava 		16 	16
Varied Honeyeater 	Gavicalis versicolor 		12 	0
Mangrove Honeyeater 	Gavicalis fasciogularis 		3 	0
Singing Honeyeater 	Gavicalis virescens 		28 	27
Yellow-tinted Honeyeater 	Ptilotula flavescens 		1 	0
Fuscous Honeyeater 	Ptilotula fusca 		23 	8
Grey-headed Honeyeater 	Ptilotula keartlandi 		6 	1
Grey-fronted Honeyeater 	Ptilotula plumula 		4 	1
Yellow-plumed Honeyeater 	Ptilotula ornata 		23 	13
White-plumed Honeyeater 	Ptilotula penicillata 		27 	52
Mottle-breasted Honeyeater 	Meliphaga mimikae 		0 	0
Forest Honeyeater 	Meliphaga montana 		1 	0
Mountain Honeyeater 	Meliphaga orientalis 		7 	0
Scrub Honeyeater 	Meliphaga albonotata 		3 	0
Mimic Honeyeater 	Meliphaga analoga 		4 	1
Tagula Honeyeater 	Meliphaga vicina 		5 	0
Graceful Honeyeater 	Meliphaga gracilis 		33 	55
Yellow-gaped Honeyeater 	Meliphaga flavirictus 		3 	0
White-lined Honeyeater 	Meliphaga albilineata 		7 	2
Puff-backed Honeyeater 	Meliphaga aruensis 		4 	0
Yellow-spotted Honeyeater 	Meliphaga notata 		35 	57
Lewin's Honeyeater 	Meliphaga lewinii 		52 	123
Dark-eared Myza 	Myza celebensis 		6 	0
Eastern Bristlebird 	Dasyornis brachypterus 		14 	1
Western Bristlebird 	Dasyornis longirostris 		14 	1
Rufous Bristlebird 	Dasyornis broadbenti 		6 	0
Spotted Pardalote 	Pardalotus punctatus 		24 	61
Forty-spotted Pardalote 	Pardalotus quadragintus 		2 	0
Red-browed Pardalote 	Pardalotus rubricatus 		15 	5
Striated Pardalote 	Pardalotus striatus 		50 	93
Goldenface 	Pachycare flavogriseum 		14 	1
Fernwren 	Oreoscopus gutturalis 		15 	5
Scrubtit 	Acanthornis magna 		3 	1
Weebill 	Smicrornis brevirostris 		22 	86
Striated Fieldwren 	Calamanthus fuliginosus 		11 	0
Western Fieldwren 	Calamanthus montanellus 		3 	0
Rufous Fieldwren 	Calamanthus campestris 		9 	0
Chestnut-rumped Heathwren 	Hylacola pyrrhopygia 		4 	0
Shy Heathwren 	Hylacola cauta 		6 	0
Pilotbird 	Pycnoptilus floccosus 		23 	3
Redthroat 	Pyrrholaemus brunneus 		13 	2
Speckled Warbler 	Pyrrholaemus sagittatus 		12 	0
Rockwarbler 	Origma solitaria 		7 	0
Rusty Mouse-warbler 	Origma murina 		59 	30
Mountain Mouse-warbler 	Origma robusta 		35 	3
Yellow-throated Scrubwren 	Neosericornis citreogularis 		25 	13
Bicolored Scrubwren 	Aethomyias nigrorufus 		7 	0
Pale-billed Scrubwren 	Aethomyias spilodera 		3 	0
Buff-faced Scrubwren 	Aethomyias perspicillatus 		3 	1
Papuan Scrubwren 	Aethomyias papuensis 		25 	0
Grey-green Scrubwren 	Aethomyias arfakianus 		2 	0
Large-billed Scrubwren 	Sericornis magnirostra 		30 	16
Tropical Scrubwren 	Sericornis beccarii 		7 	0
Large Scrubwren 	Sericornis nouhuysi 		12 	1
Tasmanian Scrubwren 	Sericornis humilis 		18 	1
Atherton Scrubwren 	Sericornis keri 		8 	0
White-browed Scrubwren 	Sericornis frontalis 		38 	36
Perplexing Scrubwren 	Sericornis virgatus 		5 	0
Brown Gerygone 	Gerygone mouki 		31 	46
Grey Gerygone 	Gerygone igata 		24 	26
Norfolk Gerygone 	Gerygone modesta 		2 	0
Chatham Gerygone 	Gerygone albofrontata 		4 	1
Brown-breasted Gerygone 	Gerygone ruficollis 		12 	7
Golden-bellied Gerygone 	Gerygone sulphurea 		48 	17
Mangrove Gerygone 	Gerygone levigaster 		9 	3
Western Gerygone 	Gerygone fusca 		6 	4
Dusky Gerygone 	Gerygone tenebrosa 		2 	3
Large-billed Gerygone 	Gerygone magnirostris 		29 	8
Yellow-bellied Gerygone 	Gerygone chrysogaster 		13 	10
Green-backed Gerygone 	Gerygone chloronota 		13 	3
White-throated Gerygone 	Gerygone olivacea 		16 	14
Fairy Gerygone 	Gerygone palpebrosa 		25 	20
Mountain Thornbill 	Acanthiza katherina 		10 	3
Brown Thornbill 	Acanthiza pusilla 		57 	61
Inland Thornbill 	Acanthiza apicalis 		11 	2
Tasmanian Thornbill 	Acanthiza ewingii 		10 	2
New Guinea Thornbill 	Acanthiza murina 		5 	0
Chestnut-rumped Thornbill 	Acanthiza uropygialis 		24 	21
Buff-rumped Thornbill 	Acanthiza reguloides 		19 	2
Western Thornbill 	Acanthiza inornata 		9 	1
Slender-billed Thornbill 	Acanthiza iredalei 		2 	0
Yellow-rumped Thornbill 	Acanthiza chrysorrhoa 		20 	5
Yellow Thornbill 	Acanthiza nana 		10 	11
Grey Thornbill 	Acanthiza cinerea 		3 	0
Striated Thornbill 	Acanthiza lineata 		17 	20
Slaty-backed Thornbill 	Acanthiza robustirostris 		6 	0
Southern Whiteface 	Aphelocephala leucopsis 		9 	1
Chestnut-breasted Whiteface 	Aphelocephala pectoralis 		3 	0
Banded Whiteface 	Aphelocephala nigricincta 		2 	0
Papuan Babbler 	Garritornis isidorei 		17 	2
Grey-crowned Babbler 	Pomatostomus temporalis 		18 	11
Hall's Babbler 	Pomatostomus halli 		8 	3
White-browed Babbler 	Pomatostomus superciliosus 		16 	4
Chestnut-crowned Babbler 	Pomatostomus ruficeps 		18 	8
Papuan Logrunner 	Orthonyx novaeguineae 		24 	0
Australian Logrunner 	Orthonyx temminckii 		24 	13
Chowchilla 	Orthonyx spaldingii 		31 	11
Loria's Satinbird 	Cnemophilus loriae 		3 	0
Crested Satinbird 	Cnemophilus macgregorii 		3 	0
Yellow-breasted Satinbird 	Loboparadisea sericea 		0 	0
Obscure Berrypecker 	Melanocharis arfakiana 		7 	0
Black Berrypecker 	Melanocharis nigra 		8 	0
Mid-mountain Berrypecker 	Melanocharis longicauda 		6 	0
Fan-tailed Berrypecker 	Melanocharis versteri 		1 	0
Streaked Berrypecker 	Melanocharis striativentris 		0 	0
Spotted Berrypecker 	Rhamphocharis crassirostris 		1 	0
Dwarf Longbill 	Oedistoma iliolophus 		7 	0
Pygmy Longbill 	Oedistoma pygmaeum 		6 	0
Yellow-bellied Longbill 	Toxorhamphus novaeguineae 		28 	4
Slaty-headed Longbill 	Toxorhamphus poliopterus 		4 	0
Tit Berrypecker 	Oreocharis arfaki 		14 	0
Crested Berrypecker 	Paramythia montium 		5 	0
North Island Kokako 	Callaeas wilsoni 		17 	2
North Island Saddleback 	Philesturnus rufusater 		18 	14
South Island Saddleback 	Philesturnus carunculatus 		7 	0
Stitchbird 	Notiomystis cincta 		31 	9
Papuan Whipbird 	Androphobus viridis 		1 	0
Eastern Whipbird 	Psophodes olivaceus 		79 	155
Black-throated Whipbird 	Psophodes nigrogularis 		13 	1
Chirruping Wedgebill 	Psophodes cristatus 		7 	2
Chiming Wedgebill 	Psophodes occidentalis 		6 	1
Spotted Jewel-babbler 	Ptilorrhoa leucosticta 		25 	2
Blue Jewel-babbler 	Ptilorrhoa caerulescens 		35 	1
Chestnut-backed Jewel-babbler 	Ptilorrhoa castanonota 		29 	0
Spotted Quail-thrush 	Cinclosoma punctatum 		17 	0
Chestnut Quail-thrush 	Cinclosoma castanotum 		7 	0
Cinnamon Quail-thrush 	Cinclosoma cinnamomeum 		3 	0
Chestnut-breasted Quail-thrush 	Cinclosoma castaneothorax 		6 	0
Painted Quail-thrush 	Cinclosoma ajax 		14 	3
Yellow-breasted Boatbill 	Machaerirhynchus flaviventer 		32 	17
Black-breasted Boatbill 	Machaerirhynchus nigripectus 		19 	1
Archbold's Newtonia 	Newtonia archboldi 		12 	1
White-breasted Woodswallow 	Artamus leucorynchus 		26 	8
Great Woodswallow 	Artamus maximus 		14 	2
White-backed Woodswallow 	Artamus insignis 		1 	0
Masked Woodswallow 	Artamus personatus 		6 	6
White-browed Woodswallow 	Artamus superciliosus 		14 	24
Black-faced Woodswallow 	Artamus cinereus 		8 	1
Dusky Woodswallow 	Artamus cyanopterus 		6 	1
Little Woodswallow 	Artamus minor 		5 	0
Lowland Peltops 	Peltops blainvillii 		4 	0
Mountain Peltops 	Peltops montanus 		19 	0
Black Butcherbird 	Melloria quoyi 		62 	32
Australian Magpie 	Gymnorhina tibicen 		54 	164
Grey Butcherbird 	Cracticus torquatus 		61 	114
Black-backed Butcherbird 	Cracticus mentalis 		5 	3
Pied Butcherbird 	Cracticus nigrogularis 		54 	84
Hooded Butcherbird 	Cracticus cassicus 		34 	22
Tagula Butcherbird 	Cracticus louisiadensis 		1 	0
Pied Currawong 	Strepera graculina 		64 	123
Black Currawong 	Strepera fuliginosa 		9 	2
Grey Currawong 	Strepera versicolor 		24 	5
Mottled Berryhunter 	Rhagologus leucostigma 		4 	0
Stout-billed Cuckooshrike 	Coracina caeruleogrisea 		5 	1
Hooded Cuckooshrike 	Coracina longicauda 		18 	0
Cerulean Cuckooshrike 	Coracina temminckii 		7 	0
Pied Cuckooshrike 	Coracina bicolor 		19 	1
Ground Cuckooshrike 	Coracina maxima 		1 	0
Barred Cuckooshrike 	Coracina lineata 		14 	4
Black-faced Cuckooshrike 	Coracina novaehollandiae 		23 	18
Boyer's Cuckooshrike 	Coracina boyeri 		9 	2
Bar-bellied Cuckooshrike 	Coracina striata 		22 	0
White-rumped Cuckooshrike 	Coracina leucopygia 		3 	0
White-bellied Cuckooshrike 	Coracina papuensis 		44 	22
Golden Cuckooshrike 	Campochaera sloetii 		19 	0
Black-shouldered Cicadabird 	Edolisoma incertum 		3 	0
Common Cicadabird 	Edolisoma tenuirostre 		39 	7
Black Cicadabird 	Edolisoma melas 		8 	2
Pygmy Cuckooshrike 	Celebesica abbotti 		4 	0
White-shouldered Triller 	Lalage sueurii 		18 	3
White-winged Triller 	Lalage tricolor 		8 	4
Black-browed Triller 	Lalage atrovirens 		14 	1
Varied Triller 	Lalage leucomela 		25 	11
White-rumped Triller 	Lalage leucopygialis 		9 	0
Yellowhead 	Mohoua ochrocephala 		19 	3
Whitehead 	Mohoua albicilla 		26 	41
Pipipi 	Mohoua novaeseelandiae 		14 	2
Varied Sittella 	Daphoenositta chrysoptera 		10 	1
Black Sittella 	Daphoenositta miranda 		3 	0
Wattled Ploughbill 	Eulacestoma nigropectus 		12 	2
Rufous-naped Bellbird 	Aleadryas rufinucha 		28 	1
Piping Bellbird 	Ornorectes cristatus 		9 	1
Crested Bellbird 	Oreoica gutturalis 		18 	22
Crested Shriketit 	Falcunculus frontatus 		17 	2
Maroon-backed Whistler 	Coracornis raveni 		11 	0
Black Pitohui 	Melanorectes nigrescens 		18 	1
Olive Whistler 	Pachycephala olivacea 		31 	3
Red-lored Whistler 	Pachycephala rufogularis 		4 	0
Gilbert's Whistler 	Pachycephala inornata 		21 	5
Rusty Whistler 	Pachycephala hyperythra 		5 	0
Brown-backed Whistler 	Pachycephala modesta 		1 	0
Sulphur-vented Whistler 	Pachycephala sulfuriventer 		25 	1
Grey Whistler 	Pachycephala simplex 		44 	24
Sclater's Whistler 	Pachycephala soror 		10 	3
Australian Golden Whistler 	Pachycephala pectoralis 		86 	73
Mangrove Golden Whistler 	Pachycephala melanura 		11 	3
Lorentz's Whistler 	Pachycephala lorentzi 		5 	0
Regent Whistler 	Pachycephala schlegelii 		36 	9
Golden-backed Whistler 	Pachycephala aurea 		0 	0
Rufous Whistler 	Pachycephala rufiventris 		78 	116
Black-headed Whistler 	Pachycephala monacha 		17 	0
White-bellied Whistler 	Pachycephala leucogastra 		5 	1
White-breasted Whistler 	Pachycephala lanioides 		12 	1
White-bellied Pitohui 	Pseudorectes incertus 		3 	0
Rusty Pitohui 	Pseudorectes ferrugineus 		21 	1
Bower's Shrikethrush 	Colluricincla boweri 		25 	9
Little Shrikethrush 	Colluricincla megarhyncha 		90 	60
Grey Shrikethrush 	Colluricincla harmonica 		94 	117
Sandstone Shrikethrush 	Colluricincla woodwardi 		2 	2
Brown Shrike 	Lanius cristatus 		127 	10
Long-tailed Shrike 	Lanius schach 		92 	15
Green Figbird 	Sphecotheres viridis 		2 	2
Wetar Figbird 	Sphecotheres hypoleucus 		5 	0
Australasian Figbird 	Sphecotheres vieilloti 		42 	49
Northern Variable Pitohui 	Pitohui kirhocephalus 		23 	9
Hooded Pitohui 	Pitohui dichrous 		9 	1
Brown Oriole 	Oriolus szalayi 		27 	21
Olive-backed Oriole 	Oriolus sagittatus 		38 	49
Green Oriole 	Oriolus flavocinctus 		37 	121
Black-naped Oriole 	Oriolus chinensis 		206 	92
Hair-crested Drongo 	Dicrurus hottentottus 		111 	28
Sulawesi Drongo 	Dicrurus montanus 		18 	2
Spangled Drongo 	Dicrurus bracteatus 		193 	89
Paradise Drongo 	Dicrurus megarhynchus 		2 	0
White-bellied Fantail 	Rhipidura euryura 		5 	0
Willie Wagtail 	Rhipidura leucophrys 		80 	90
Northern Fantail 	Rhipidura rufiventris 		75 	28
Sooty Thicket Fantail 	Rhipidura threnothorax 		26 	3
Black Thicket Fantail 	Rhipidura maculipectus 		25 	16
Black Fantail 	Rhipidura atra 		13 	1
Chestnut-bellied Fantail 	Rhipidura hyperythra 		7 	2
Friendly Fantail 	Rhipidura albolimbata 		13 	7
Grey Fantail 	Rhipidura albiscapa 		55 	113
New Zealand Fantail 	Rhipidura fuliginosa 		25 	22
Mangrove Fantail 	Rhipidura phasiana 		3 	5
Dimorphic Fantail 	Rhipidura brachyrhyncha 		18 	4
Sulawesi Fantail 	Rhipidura teysmanni 		23 	0
Rufous-backed Fantail 	Rhipidura rufidorsa 		14 	13
Bismarck Fantail 	Rhipidura dahli 		1 	0
Mussau Fantail 	Rhipidura matthiae 		1 	0
Manus Fantail 	Rhipidura semirubra 		1 	0
Rufous Fantail 	Rhipidura rufifrons 		52 	50
Arafura Fantail 	Rhipidura dryas 		38 	1
Drongo Fantail 	Chaetorhynchus papuensis 		9 	0
Black-naped Monarch 	Hypothymis azurea 		184 	59
Cerulean Paradise Flycatcher 	Eutrichomyias rowleyi 		4 	0
Black Monarch 	Symposiachrus axillaris 		8 	0
Spot-winged Monarch 	Symposiachrus guttula 		9 	1
Spectacled Monarch 	Symposiachrus trivirgatus 		30 	29
Hooded Monarch 	Symposiachrus manadensis 		9 	2
Manus Monarch 	Symposiachrus infelix 		1 	0
Mussau Monarch 	Symposiachrus menckei 		0 	0
Black-tailed Monarch 	Symposiachrus verticalis 		8 	0
Rufous Monarch 	Monarcha rubiensis 		0 	0
Island Monarch 	Monarcha cinerascens 		10 	6
Black-faced Monarch 	Monarcha melanopsis 		26 	15
Black-winged Monarch 	Monarcha frater 		3 	0
Bougainville Monarch 	Monarcha erythrostictus 		7 	0
White-eared Monarch 	Carterornis leucotis 		15 	3
Golden Monarch 	Carterornis chrysomela 		16 	3
Ochre-collared Monarch 	Arses insularis 		8 	2
Frilled Monarch 	Arses telescopthalmus 		19 	2
Frill-necked Monarch 	Arses lorealis 		5 	0
Pied Monarch 	Arses kaupi 		10 	2
Magpie-lark 	Grallina cyanoleuca 		29 	60
Torrent-lark 	Grallina bruijnii 		3 	0
Leaden Flycatcher 	Myiagra rubecula 		46 	23
Broad-billed Flycatcher 	Myiagra ruficollis 		28 	6
Satin Flycatcher 	Myiagra cyanoleuca 		6 	2
Shining Flycatcher 	Myiagra alecto 		64 	13
Velvet Flycatcher 	Myiagra hebetior 		2 	0
Paperbark Flycatcher 	Myiagra nana 		9 	3
Restless Flycatcher 	Myiagra inquieta 		29 	20
House Crow 	Corvus splendens 		127 	280
Slender-billed Crow 	Corvus enca 		96 	17
Piping Crow 	Corvus typicus 		19 	0
Bougainville Crow 	Corvus meeki 		5 	0
Grey Crow 	Corvus tristis 		19 	9
Rook 	Corvus frugilegus 		433 	1060
Torresian Crow 	Corvus orru 		69 	192
Little Crow 	Corvus bennetti 		7 	6
Forest Raven 	Corvus tasmanicus 		18 	4
Little Raven 	Corvus mellori 		15 	15
Australian Raven 	Corvus coronoides 		27 	71
White-winged Chough 	Corcorax melanorhamphos 		24 	3
Apostlebird 	Struthidea cinerea 		21 	3
Lesser Melampitta 	Melampitta lugubris 		34 	3
Greater Melampitta 	Megalampitta gigantea 		10 	0
Blue-capped Ifrit 	Ifrita kowaldi 		13 	1
Glossy-mantled Manucode 	Manucodia ater 		16 	11
Jobi Manucode 	Manucodia jobiensis 		0 	0
Crinkle-collared Manucode 	Manucodia chalybatus 		2 	0
Curl-crested Manucode 	Manucodia comrii 		3 	1
Trumpet Manucode 	Phonygammus keraudrenii 		33 	13
Long-tailed Paradigalla 	Paradigalla carunculata 		2 	0
Short-tailed Paradigalla 	Paradigalla brevicauda 		0 	0
Arfak Astrapia 	Astrapia nigra 		2 	0
Splendid Astrapia 	Astrapia splendidissima 		9 	0
Ribbon-tailed Astrapia 	Astrapia mayeri 		3 	1
Princess Stephanie's Astrapia 	Astrapia stephaniae 		8 	0
Huon Astrapia 	Astrapia rothschildi 		2 	0
Western Parotia 	Parotia sefilata 		17 	4
Queen Carola's Parotia 	Parotia carolae 		1 	1
Bronze Parotia 	Parotia berlepschi 		0 	0
Lawes's Parotia 	Parotia lawesii 		3 	0
Eastern Parotia 	Parotia helenae 		0 	0
Wahnes's Parotia 	Parotia wahnesi 		2 	0
King of Saxony Bird-of-paradise 	Pteridophora alberti 		27 	4
Greater Lophorina 	Lophorina superba 		22 	3
Paradise Riflebird 	Ptiloris paradiseus 		9 	2
Victoria's Riflebird 	Ptiloris victoriae 		25 	17
Magnificent Riflebird 	Ptiloris magnificus 		27 	46
Black Sicklebill 	Epimachus fastosus 		23 	4
Brown Sicklebill 	Epimachus meyeri 		14 	13
Black-billed Sicklebill 	Drepanornis albertisi 		8 	0
Pale-billed Sicklebill 	Drepanornis bruijnii 		15 	1
Magnificent Bird-of-paradise 	Diphyllodes magnificus 		32 	7
Wilson's Bird-of-paradise 	Diphyllodes respublica 		33 	2
King Bird-of-paradise 	Cicinnurus regius 		24 	5
Twelve-wired Bird-of-paradise 	Seleucidis melanoleucus 		21 	1
Greater Bird-of-paradise 	Paradisaea apoda 		12 	4
Raggiana Bird-of-paradise 	Paradisaea raggiana 		10 	6
Lesser Bird-of-paradise 	Paradisaea minor 		38 	22
Goldie's Bird-of-paradise 	Paradisaea decora 		2 	0
Red Bird-of-paradise 	Paradisaea rubra 		29 	7
Emperor Bird-of-paradise 	Paradisaea guilielmi 		2 	0
Blue Bird-of-paradise 	Paradisaea rudolphi 		8 	1
Grey-headed Robin 	Heteromyias cinereifrons 		48 	40
Black-chinned Robin 	Poecilodryas brachyura 		3 	1
Black-sided Robin 	Poecilodryas hypoleuca 		42 	11
White-browed Robin 	Poecilodryas superciliosa 		10 	1
Banded Yellow Robin 	Poecilodryas placens 		9 	0
Black-throated Robin 	Poecilodryas albonotata 		15 	1
White-winged Robin 	Peneothello sigillata 		16 	0
Slaty Robin 	Peneothello cyanus 		29 	0
White-rumped Robin 	Peneothello bimaculata 		8 	0
Mangrove Robin 	Peneoenanthe pulverulenta 		11 	1
White-faced Robin 	Tregellasia leucops 		9 	1
Pale-yellow Robin 	Tregellasia capito 		17 	1
Eastern Yellow Robin 	Eopsaltria australis 		53 	67
Western Yellow Robin 	Eopsaltria griseogularis 		5 	0
White-breasted Robin 	Eopsaltria georgiana 		4 	0
Hooded Robin 	Melanodryas cucullata 		14 	6
Dusky Robin 	Melanodryas vittata 		12 	0
Green-backed Robin 	Pachycephalopsis hattamensis 		4 	0
White-eyed Robin 	Pachycephalopsis poliosoma 		0 	0
Torrent Flyrobin 	Monachella muelleriana 		3 	0
Canary Flyrobin 	Microeca papuana 		12 	2
Yellow-legged Flyrobin 	Microeca griseoceps 		3 	0
Olive Flyrobin 	Microeca flavovirescens 		14 	0
Lemon-bellied Flyrobin 	Microeca flavigaster 		27 	13
Jacky Winter 	Microeca fascinans 		16 	16
Garnet Robin 	Eugerygone rubra 		10 	0
Rose Robin 	Petroica rosea 		12 	2
Pink Robin 	Petroica rodinogaster 		15 	1
Mountain Robin 	Petroica bivittata 		7 	14
Flame Robin 	Petroica phoenicea 		11 	2
Scarlet Robin 	Petroica boodang 		18 	2
Red-capped Robin 	Petroica goodenovii 		20 	10
Tomtit 	Petroica macrocephala 		22 	20
South Island Robin 	Petroica australis 		17 	4
Black Robin 	Petroica traversi 		6 	0
Northern Scrub Robin 	Drymodes superciliaris 		5 	0
Southern Scrub Robin 	Drymodes brunneopygia 		24 	1
Greater Ground Robin 	Amalocichla sclateriana 		11 	0
Lesser Ground Robin 	Amalocichla incerta 		29 	7
Hylocitrea 	Hylocitrea bonensis 		4 	0
Citrine Canary-flycatcher 	Culicicapa helianthea 		24 	1
Horsfield's Bush Lark 	Mirafra javanica 		28 	2
Eurasian Skylark 	Alauda arvensis 		1356 	4609
Red-whiskered Bulbul 	Pycnonotus jocosus 		157 	355
Red-vented Bulbul 	Pycnonotus cafer 		111 	119
Sooty-headed Bulbul 	Pycnonotus aurigaster 		59 	31
Yellow-vented Bulbul 	Pycnonotus goiavier 		79 	116
Seram Golden Bulbul 	Thapsinillas affinis 		4 	0
White-backed Swallow 	Cheramoeca leucosterna 		2 	0
Sand Martin 	Riparia riparia 		195 	84
Barn Swallow 	Hirundo rustica 		1112 	920
Pacific Swallow 	Hirundo tahitica 		43 	3
Welcome Swallow 	Hirundo neoxena 		21 	14
Red-rumped Swallow 	Cecropis daurica 		222 	126
Striated Swallow 	Cecropis striolata 		12 	7
Fairy Martin 	Petrochelidon ariel 		9 	3
Tree Martin 	Petrochelidon nigricans 		15 	6
Mountain Tailorbird 	Phyllergates cucullatus 		216 	32
Arctic Warbler 	Phylloscopus borealis 		279 	80
Sulawesi Leaf Warbler 	Phylloscopus sarasinorum 		25 	1
Island Leaf Warbler 	Phylloscopus maforensis 		103 	16
Oriental Reed Warbler 	Acrocephalus orientalis 		103 	67
Clamorous Reed Warbler 	Acrocephalus stentoreus 		158 	55
Australian Reed Warbler 	Acrocephalus australis 		56 	29
Gray's Grasshopper Warbler 	Helopsaltes fasciolatus 		39 	2
Middendorff's Grasshopper Warbler 	Helopsaltes ochotensis 		28 	4
Chestnut-backed Bush Warbler 	Locustella castanea 		66 	2
Fly River Grassbird 	Poodytes albolimbatus 		1 	0
Spinifexbird 	Poodytes carteri 		2 	0
Little Grassbird 	Poodytes gramineus 		14 	9
Malia 	Malia grata 		35 	0
Brown Songlark 	Cincloramphus cruralis 		6 	2
Rusty Thicketbird 	Cincloramphus rubiginosus 		2 	0
New Britain Thicketbird 	Cincloramphus grosvenori 		0 	0
Rufous Songlark 	Cincloramphus mathewsi 		22 	25
Tawny Grassbird 	Cincloramphus timoriensis 		52 	4
Zitting Cisticola 	Cisticola juncidis 		515 	716
Golden-headed Cisticola 	Cisticola exilis 		60 	26
Sulawesi Babbler 	Trichastoma celebense 		28 	22
Streak-headed White-eye 	Lophozosterops squamiceps 		3 	0
Lemon-bellied White-eye 	Zosterops chloris 		16 	0
Ashy-bellied White-eye 	Zosterops citrinella 		28 	59
Black-ringed White-eye 	Zosterops anomalus 		11 	0
Black-crowned White-eye 	Zosterops atrifrons 		23 	3
Black-fronted White-eye 	Zosterops minor 		6 	5
Bismarck White-eye 	Zosterops hypoxanthus 		2 	0
Capped White-eye 	Zosterops fuscicapilla 		6 	0
Papuan White-eye 	Zosterops novaeguineae 		3 	0
Canary White-eye 	Zosterops luteus 		3 	5
Louisiade White-eye 	Zosterops griseotinctus 		3 	1
Silvereye 	Zosterops lateralis 		64 	111
Metallic Starling 	Aplonis metallica 		57 	15
Yellow-eyed Starling 	Aplonis mystacea 		0 	0
Singing Starling 	Aplonis cantoroides 		9 	0
Atoll Starling 	Aplonis feadensis 		1 	0
White-eyed Starling 	Aplonis brunneicapillus 		2 	0
Asian Glossy Starling 	Aplonis panayensis 		45 	14
Short-tailed Starling 	Aplonis minor 		13 	3
Yellow-faced Myna 	Mino dumontii 		26 	31
Long-tailed Myna 	Mino kreffti 		28 	4
Golden Myna 	Mino anais 		8 	4
Sulawesi Myna 	Basilornis celebensis 		5 	0
Helmeted Myna 	Basilornis galeatus 		3 	0
White-necked Myna 	Streptocitta albicollis 		5 	0
Fiery-browed Starling 	Enodes erythrophris 		5 	0
Grosbeak Starling 	Scissirostrum dubium 		12 	1
Pale-bellied Myna 	Acridotheres cinereus 		0 	0
Common Myna 	Acridotheres tristis 		223 	280
Common Starling 	Sturnus vulgaris 		963 	1933
Red-backed Thrush 	Geokichla erythronota 		4 	0
Geomalia 	Zoothera heinrichi 		0 	0
Scaly Thrush 	Zoothera dauma 		6 	0
Russet-tailed Thrush 	Zoothera heinei 		11 	0
Bassian Thrush 	Zoothera lunulata 		10 	5
Black-backed Thrush 	Zoothera talaseae 		0 	0
Sulawesi Thrush 	Cataponera turdoides 		3 	0
Common Blackbird 	Turdus merula 		4134 	14063
Island Thrush 	Turdus poliocephalus 		32 	6
Eyebrowed Thrush 	Turdus obscurus 		95 	10
Song Thrush 	Turdus philomelos 		2719 	6448
Grey-streaked Flycatcher 	Muscicapa griseisticta 		184 	1
Asian Brown Flycatcher 	Muscicapa dauurica 		297 	40
Sulawesi Blue Flycatcher 	Cyornis omissus 		20 	0
Blue-fronted Blue Flycatcher 	Cyornis hoevelli 		16 	0
Matinan Blue Flycatcher 	Cyornis sanfordi 		10 	0
Blue-and-white Flycatcher 	Cyanoptila cyanomelana 		399 	357
Indigo Flycatcher 	Eumyias indigo 		27 	2
Great Shortwing 	Heinrichia calligyna 		11 	0
Narcissus Flycatcher 	Ficedula narcissina 		264 	660
Snowy-browed Flycatcher 	Ficedula hyperythra 		62 	3
Rufous-throated Flycatcher 	Ficedula rufigula 		2 	0
Little Pied Flycatcher 	Ficedula westermanni 		72 	7
Blue Rock Thrush 	Monticola solitarius 		180 	34
Pied Bush Chat 	Saxicola caprata 		95 	13
Isabelline Wheatear 	Oenanthe isabellina 		120 	9
Yellow-sided Flowerpecker 	Dicaeum aureolimbatum 		3 	0
Crimson-crowned Flowerpecker 	Dicaeum nehrkorni 		6 	0
Red-capped Flowerpecker 	Dicaeum geelvinkianum 		9 	1
Louisiade Flowerpecker 	Dicaeum nitidum 		1 	0
Red-banded Flowerpecker 	Dicaeum eximium 		2 	0
Midget Flowerpecker 	Dicaeum aeneum 		17 	1
Blue-cheeked Flowerpecker 	Dicaeum maugei 		19 	12
Mistletoebird 	Dicaeum hirundinaceum 		62 	37
Grey-sided Flowerpecker 	Dicaeum celebicum 		8 	0
Scarlet-backed Flowerpecker 	Dicaeum cruentatum 		55 	9
Plain Sunbird 	Anthreptes simplex 		13 	1
Black Sunbird 	Leptocoma aspasia 		42 	4
Olive-backed Sunbird 	Cinnyris jugularis 		167 	58
Crimson Sunbird 	Aethopyga siparaja 		73 	13
House Sparrow 	Passer domesticus 		1611 	3742
Eurasian Tree Sparrow 	Passer montanus 		1792 	2228
Painted Finch 	Emblema pictum 		5 	1
Beautiful Firetail 	Stagonopleura bella 		8 	0
Red-eared Firetail 	Stagonopleura oculata 		2 	0
Diamond Firetail 	Stagonopleura guttata 		6 	2
Mountain Firetail 	Oreostruthus fuliginosus 		2 	0
Red-browed Finch 	Neochmia temporalis 		10 	11
