Common name 	Scientific name 	Status 	No. 	No. Back
Point-tailed Palmcreeper 	Berlepschia rikeri 		55 	7
Rufous-tailed Xenops 	Microxenops milleri 		19 	8
White-throated Treerunner 	Pygarrhichas albogularis 		31 	1
Straight-billed Earthcreeper 	Ochetorhynchus ruficaudus 		20 	1
Rock Earthcreeper 	Ochetorhynchus andaecola 		21 	5
Band-tailed Earthcreeper 	Ochetorhynchus phoenicurus 		16 	0
Crag Chilia 	Ochetorhynchus melanurus 		22 	0
Buffy Tuftedcheek 	Pseudocolaptes lawrencii 		6 	0
Pacific Tuftedcheek 	Pseudocolaptes johnsoni 		31 	2
Streaked Tuftedcheek 	Pseudocolaptes boissonneautii 		47 	14
Rusty-winged Barbtail 	Premnornis guttuliger 		16 	1
Bolivian Earthcreeper 	Tarphonomus harterti 		21 	2
Chaco Earthcreeper 	Tarphonomus certhioides 		50 	17
Band-tailed Hornero 	Furnarius figulus 		66 	33
Pale-legged Hornero 	Furnarius leucopus 		70 	43
Pacific Hornero 	Furnarius cinnamomeus 		66 	137
Caribbean Hornero 	Furnarius longirostris 		26 	7
Bay Hornero 	Furnarius torridus 		3 	1
Lesser Hornero 	Furnarius minor 		21 	2
Rufous Hornero 	Furnarius rufus 		129 	330
Crested Hornero 	Furnarius cristatus 		24 	1
Sharp-tailed Streamcreeper 	Lochmias nematura 		135 	21
Wren-like Rushbird 	Phleocryptes melanops 		116 	39
Curve-billed Reedhaunter 	Limnornis curvirostris 		40 	1
Striated Earthcreeper 	Geocerthia serrana 		20 	0
Scale-throated Earthcreeper 	Upucerthia dumetaria 		42 	2
Patagonian Forest Earthcreeper 	Upucerthia saturatior 		11 	0
White-throated Earthcreeper 	Upucerthia albigula 		8 	0
Buff-breasted Earthcreeper 	Upucerthia validirostris 		38 	2
Long-tailed Cinclodes 	Cinclodes pabsti 		18 	1
Blackish Cinclodes 	Cinclodes antarcticus 		4 	2
Buff-winged Cinclodes 	Cinclodes fuscus 		146 	2
Cordoba Cinclodes 	Cinclodes comechingonus 		1 	0
Chestnut-winged Cinclodes 	Cinclodes albidiventris 		24 	1
Cream-winged Cinclodes 	Cinclodes albiventris 		40 	6
Olrog's Cinclodes 	Cinclodes olrogi 		8 	0
Grey-flanked Cinclodes 	Cinclodes oustaleti 		15 	2
Stout-billed Cinclodes 	Cinclodes excelsior 		27 	2
Royal Cinclodes 	Cinclodes aricomae 		7 	0
White-bellied Cinclodes 	Cinclodes palliatus 		11 	1
White-winged Cinclodes 	Cinclodes atacamensis 		10 	0
Dark-bellied Cinclodes 	Cinclodes patagonicus 		36 	1
Peruvian Seaside Cinclodes 	Cinclodes taczanowskii 		10 	0
Chilean Seaside Cinclodes 	Cinclodes nigrofumosus 		8 	0
Bamboo Foliage-gleaner 	Anabazenops dorsalis 		50 	8
White-collared Foliage-gleaner 	Anabazenops fuscus 		91 	72
Great Xenops 	Megaxenops parnaguae 		52 	5
Pale-browed Treehunter 	Cichlocolaptes leucophrus 		89 	24
Cryptic Treehunter 	Cichlocolaptes mazarbarnetti 		16 	0
Sharp-billed Treehunter 	Heliobletus contaminatus 		49 	11
Slaty-winged Foliage-gleaner 	Philydor fuscipenne 		24 	1
Rufous-rumped Foliage-gleaner 	Philydor erythrocercum 		52 	21
Chestnut-winged Foliage-gleaner 	Philydor erythropterum 		36 	14
Alagoas Foliage-gleaner 	Philydor novaesi 		14 	0
Black-capped Foliage-gleaner 	Philydor atricapillus 		88 	26
Buff-fronted Foliage-gleaner 	Philydor rufum 		93 	45
Cinnamon-rumped Foliage-gleaner 	Philydor pyrrhodes 		54 	15
Montane Foliage-gleaner 	Anabacerthia striaticollis 		83 	22
Scaly-throated Foliage-gleaner 	Anabacerthia variegaticeps 		66 	14
Rufous-tailed Foliage-gleaner 	Anabacerthia ruficaudata 		20 	9
White-browed Foliage-gleaner 	Anabacerthia amaurotis 		21 	3
Ochre-breasted Foliage-gleaner 	Anabacerthia lichtensteini 		58 	5
Buff-browed Foliage-gleaner 	Syndactyla rufosuperciliata 		228 	84
Planalto Foliage-gleaner 	Syndactyla dimidiata 		16 	0
Tepui Foliage-gleaner 	Syndactyla roraimae 		13 	0
Lineated Foliage-gleaner 	Syndactyla subalaris 		107 	49
Rufous-necked Foliage-gleaner 	Syndactyla ruficollis 		28 	10
Guttulate Foliage-gleaner 	Syndactyla guttulata 		14 	0
Peruvian Recurvebill 	Syndactyla ucayalae 		54 	15
Bolivian Recurvebill 	Syndactyla striata 		7 	2
Chestnut-winged Hookbill 	Ancistrops strigilatus 		30 	40
Canebrake Groundcreeper 	Clibanornis dendrocolaptoides 		55 	2
Henna-capped Foliage-gleaner 	Clibanornis rectirostris 		44 	10
Henna-hooded Foliage-gleaner 	Clibanornis erythrocephalus 		38 	23
Ruddy Foliage-gleaner 	Clibanornis rubiginosus 		130 	95
Santa Marta Foliage-gleaner 	Clibanornis rufipectus 		25 	2
Uniform Treehunter 	Thripadectes ignobilis 		36 	8
Flammulated Treehunter 	Thripadectes flammulatus 		49 	6
Peruvian Treehunter 	Thripadectes scrutator 		13 	1
Streak-breasted Treehunter 	Thripadectes rufobrunneus 		20 	3
Black-billed Treehunter 	Thripadectes melanorhynchus 		54 	10
Striped Treehunter 	Thripadectes holostictus 		84 	18
Streak-capped Treehunter 	Thripadectes virgaticeps 		89 	9
Chestnut-crowned Foliage-gleaner 	Automolus rufipileatus 		114 	87
Brown-rumped Foliage-gleaner 	Automolus melanopezus 		35 	6
Buff-throated Foliage-gleaner 	Automolus ochrolaemus 		266 	151
Chiriqui Foliage-gleaner 	Automolus exsertus 		24 	0
Eastern Woodhaunter 	Automolus subulatus 		91 	63
Western Woodhaunter 	Automolus virgatus 		77 	23
Olive-backed Foliage-gleaner 	Automolus infuscatus 		110 	74
Para Foliage-gleaner 	Automolus paraensis 		52 	12
Pernambuco Foliage-gleaner 	Automolus lammi 		29 	2
White-eyed Foliage-gleaner 	Automolus leucophthalmus 		168 	110
Spotted Barbtail 	Premnoplex brunnescens 		96 	25
White-throated Barbtail 	Premnoplex tatei 		6 	0
Beautiful Treerunner 	Margarornis bellulus 		1 	0
Ruddy Treerunner 	Margarornis rubiginosus 		11 	0
Star-chested Treerunner 	Margarornis stellatus 		15 	1
Pearled Treerunner 	Margarornis squamiger 		47 	7
Thorn-tailed Rayadito 	Aphrastura spinicauda 		84 	16
Masafuera Rayadito 	Aphrastura masafuerae 		0 	0
Des Murs's Wiretail 	Sylviorthorhynchus desmurii 		51 	2
Brown-capped Tit-Spinetail 	Leptasthenura fuliginiceps 		20 	3
Tawny Tit-Spinetail 	Leptasthenura yanacensis 		18 	0
Tufted Tit-Spinetail 	Leptasthenura platensis 		31 	1
Plain-mantled Tit-Spinetail 	Leptasthenura aegithaloides 		66 	5
Striolated Tit-Spinetail 	Leptasthenura striolata 		26 	0
Rusty-crowned Tit-Spinetail 	Leptasthenura pileata 		18 	0
White-browed Tit-Spinetail 	Leptasthenura xenothorax 		22 	1
Streak-backed Tit-Spinetail 	Leptasthenura striata 		9 	2
Andean Tit-Spinetail 	Leptasthenura andicola 		28 	2
Araucaria Tit-Spinetail 	Leptasthenura setaria 		59 	10
Rufous-fronted Thornbird 	Phacellodomus rufifrons 		88 	35
Plain Thornbird 	Phacellodomus inornatus 		36 	15
Streak-fronted Thornbird 	Phacellodomus striaticeps 		43 	13
Little Thornbird 	Phacellodomus sibilatrix 		23 	4
Chestnut-backed Thornbird 	Phacellodomus dorsalis 		19 	0
Spot-breasted Thornbird 	Phacellodomus maculipectus 		21 	4
Freckle-breasted Thornbird 	Phacellodomus striaticollis 		29 	4
Greater Thornbird 	Phacellodomus ruber 		77 	49
Orange-eyed Thornbird 	Phacellodomus erythrophthalmus 		58 	7
Orange-breasted Thornbird 	Phacellodomus ferrugineigula 		50 	9
White-browed Spinetail 	Hellmayrea gularis 		65 	17
Firewood-gatherer 	Anumbius annumbi 		58 	22
Lark-like Brushrunner 	Coryphistera alaudina 		26 	5
Rusty-vented Canastero 	Asthenes dorbignyi 		47 	14
Dark-winged Canastero 	Asthenes arequipae 		18 	0
Pale-tailed Canastero 	Asthenes huancavelicae 		27 	0
Berlepsch's Canastero 	Asthenes berlepschi 		10 	0
Short-billed Canastero 	Asthenes baeri 		35 	1
Cipo Canastero 	Asthenes luizae 		9 	0
Hudson's Canastero 	Asthenes hudsoni 		14 	0
Austral Canastero 	Asthenes anthoides 		15 	0
Line-fronted Canastero 	Asthenes urubambensis 		14 	1
Many-striped Canastero 	Asthenes flammulata 		55 	7
Junin Canastero 	Asthenes virgata 		16 	0
Scribble-tailed Canastero 	Asthenes maculicauda 		18 	2
Streak-backed Canastero 	Asthenes wyatti 		38 	3
Puna Canastero 	Asthenes sclateri 		20 	0
Streak-throated Canastero 	Asthenes humilis 		5 	0
Cordilleran Canastero 	Asthenes modesta 		66 	6
Itatiaia Spinetail 	Asthenes moreirae 		53 	4
Sharp-billed Canastero 	Asthenes pyrrholeuca 		39 	2
Black-throated Thistletail 	Asthenes harterti 		28 	12
Puna Thistletail 	Asthenes helleri 		24 	2
Vilcabamba Thistletail 	Asthenes vilcabambae 		5 	0
Ayacucho Thistletail 	Asthenes ayacuchensis 		0 	0
Canyon Canastero 	Asthenes pudibunda 		16 	1
Rusty-fronted Canastero 	Asthenes ottonis 		35 	2
Maquis Canastero 	Asthenes heterura 		16 	5
Eye-ringed Thistletail 	Asthenes palpebralis 		35 	0
Ochre-browed Thistletail 	Asthenes coryi 		13 	0
Perija Thistletail 	Asthenes perijana 		10 	0
White-chinned Thistletail 	Asthenes fuliginosa 		92 	8
Mouse-colored Thistletail 	Asthenes griseomurina 		53 	7
Pink-legged Graveteiro 	Acrobatornis fonsecai 		15 	1
Orange-fronted Plushcrown 	Metopothrix aurantiaca 		21 	1
Double-banded Greytail 	Xenerpestes minlosi 		9 	0
Equatorial Greytail 	Xenerpestes singularis 		19 	0
Spectacled Prickletail 	Siptornis striaticollis 		3 	0
Roraiman Barbtail 	Roraimia adusta 		9 	0
Striated Softtail 	Thripophaga macroura 		26 	4
Orinoco Softtail 	Thripophaga cherriei 		6 	1
Delta Amacuro Softtail 	Thripophaga amacurensis 		4 	0
Plain Softtail 	Thripophaga fusciceps 		31 	12
Russet-mantled Softtail 	Thripophaga berlepschi 		12 	3
Straight-billed Reedhaunter 	Limnoctites rectirostris 		35 	0
Marcapata Spinetail 	Cranioleuca marcapatae 		32 	1
Light-crowned Spinetail 	Cranioleuca albiceps 		15 	2
Rusty-backed Spinetail 	Cranioleuca vulpina 		85 	19
Coiba Spinetail 	Cranioleuca dissita 		14 	0
Parker's Spinetail 	Cranioleuca vulpecula 		18 	8
Sulphur-bearded Spinetail 	Cranioleuca sulphurifera 		15 	1
Crested Spinetail 	Cranioleuca subcristata 		27 	0
Stripe-crowned Spinetail 	Cranioleuca pyrrhophia 		67 	45
Bolivian Spinetail 	Cranioleuca henricae 		16 	2
Olive Spinetail 	Cranioleuca obsoleta 		64 	8
Pallid Spinetail 	Cranioleuca pallida 		65 	45
Grey-headed Spinetail 	Cranioleuca semicinerea 		37 	28
Creamy-crested Spinetail 	Cranioleuca albicapilla 		42 	4
Red-faced Spinetail 	Cranioleuca erythrops 		92 	25
Tepui Spinetail 	Cranioleuca demissa 		17 	1
Streak-capped Spinetail 	Cranioleuca hellmayri 		41 	2
Ash-browed Spinetail 	Cranioleuca curtata 		62 	24
Line-cheeked Spinetail 	Cranioleuca antisiensis 		76 	27
Speckled Spinetail 	Cranioleuca gutturata 		41 	6
Scaled Spinetail 	Cranioleuca muelleri 		4 	0
Dusky-tailed Canastero 	Pseudasthenes humicola 		32 	6
Patagonian Canastero 	Pseudasthenes patagonica 		4 	0
Steinbach's Canastero 	Pseudasthenes steinbachi 		11 	1
Cactus Canastero 	Pseudasthenes cactorum 		12 	0
Bay-capped Wren-Spinetail 	Spartonoica maluroides 		35 	1
Caatinga Cacholote 	Pseudoseisura cristata 		21 	5
Grey-crested Cacholote 	Pseudoseisura unirufa 		16 	14
Brown Cacholote 	Pseudoseisura lophotes 		49 	9
White-throated Cacholote 	Pseudoseisura gutturalis 		16 	0
Yellow-chinned Spinetail 	Certhiaxis cinnamomeus 		165 	99
Red-and-white Spinetail 	Certhiaxis mustelinus 		19 	5
White-bellied Spinetail 	Mazaria propinqua 		45 	10
Chotoy Spinetail 	Schoeniophylax phryganophilus 		44 	13
Ochre-cheeked Spinetail 	Synallaxis scutata 		103 	21
Grey-bellied Spinetail 	Synallaxis cinerascens 		102 	16
Plain-crowned Spinetail 	Synallaxis gujanensis 		145 	66
White-lored Spinetail 	Synallaxis albilora 		52 	20
Maranon Spinetail 	Synallaxis maranonica 		39 	0
Great Spinetail 	Synallaxis hypochondriaca 		24 	1
Necklaced Spinetail 	Synallaxis stictothorax 		61 	24
Russet-bellied Spinetail 	Synallaxis zimmeri 		12 	0
Slaty Spinetail 	Synallaxis brachyura 		102 	63
Silvery-throated Spinetail 	Synallaxis subpudica 		41 	7
Red-shouldered Spinetail 	Synallaxis hellmayri 		28 	1
Rufous-capped Spinetail 	Synallaxis ruficapilla 		148 	104
Bahia Spinetail 	Synallaxis cinerea 		40 	13
Pinto's Spinetail 	Synallaxis infuscata 		32 	8
Dusky Spinetail 	Synallaxis moesta 		33 	7
McConnell's Spinetail 	Synallaxis macconnelli 		27 	3
Cabanis's Spinetail 	Synallaxis cabanisi 		30 	4
Cinereous-breasted Spinetail 	Synallaxis hypospodia 		52 	7
Spix's Spinetail 	Synallaxis spixi 		151 	77
Dark-breasted Spinetail 	Synallaxis albigularis 		81 	72
Rio Orinoco Spinetail 	Synallaxis beverlyae 		0 	0
Pale-breasted Spinetail 	Synallaxis albescens 		239 	87
Sooty-fronted Spinetail 	Synallaxis frontalis 		211 	88
Azara's Spinetail 	Synallaxis azarae 		350 	339
Apurimac Spinetail 	Synallaxis courseni 		16 	1
White-whiskered Spinetail 	Synallaxis candei 		38 	1
Rufous-breasted Spinetail 	Synallaxis erythrothorax 		28 	3
Hoary-throated Spinetail 	Synallaxis kollari 		18 	2
Blackish-headed Spinetail 	Synallaxis tithys 		37 	12
Rusty-headed Spinetail 	Synallaxis fuscorufa 		43 	13
Rufous Spinetail 	Synallaxis unirufa 		139 	53
Black-throated Spinetail 	Synallaxis castanea 		5 	0
Stripe-breasted Spinetail 	Synallaxis cinnamomea 		70 	9
Ruddy Spinetail 	Synallaxis rutilans 		95 	16
Chestnut-throated Spinetail 	Synallaxis cherriei 		50 	3
Rufous-rumped Antwren 	Euchrepomis callinota 		24 	3
Chestnut-shouldered Antwren 	Euchrepomis humeralis 		28 	11
Yellow-rumped Antwren 	Euchrepomis sharpei 		8 	1
Ash-winged Antwren 	Euchrepomis spodioptila 		36 	17
Wing-banded Antbird 	Myrmornis torquata 		41 	1
Spot-winged Antshrike 	Pygiptila stellaris 		100 	143
Russet Antshrike 	Thamnistes anabatinus 		52 	11
Rufescent Antshrike 	Thamnistes rufescens 		3 	0
Dot-winged Antwren 	Microrhopias quixensis 		202 	103
Black Bushbird 	Neoctantes niger 		35 	2
Recurve-billed Bushbird 	Clytoctantes alixii 		35 	5
Rondonia Bushbird 	Clytoctantes atrogularis 		10 	0
Checker-throated Antwren 	Epinecrophylla fulviventris 		91 	26
Brown-bellied Antwren 	Epinecrophylla gutturalis 		26 	4
White-eyed Antwren 	Epinecrophylla leucophthalma 		78 	26
Napo Stipple-throated Antwren 	Epinecrophylla haematonota 		42 	1
Negro Stipple-throated Antwren 	Epinecrophylla pyrrhonota 		15 	1
Madeira Stipple-throated Antwren 	Epinecrophylla amazonica 		30 	42
Yasuni Antwren 	Epinecrophylla fjeldsaai 		27 	2
Foothill Antwren 	Epinecrophylla spodionota 		45 	3
Ornate Antwren 	Epinecrophylla ornata 		85 	44
Rufous-tailed Antwren 	Epinecrophylla erythrura 		22 	5
Stripe-backed Antbird 	Myrmorchilus strigilatus 		88 	102
Yapacana Antbird 	Aprositornis disjuncta 		11 	0
Grey-bellied Antbird 	Ammonastes pelzelni 		26 	0
Black-throated Antbird 	Myrmophylax atrothorax 		220 	78
Moustached Antwren 	Myrmotherula ignota 		61 	43
Pygmy Antwren 	Myrmotherula brachyura 		155 	264
Guianan Streaked Antwren 	Myrmotherula surinamensis 		26 	6
Amazonian Streaked Antwren 	Myrmotherula multostriata 		95 	36
Pacific Antwren 	Myrmotherula pacifica 		54 	59
Cherrie's Antwren 	Myrmotherula cherriei 		52 	2
Klages's Antwren 	Myrmotherula klagesi 		19 	9
Stripe-chested Antwren 	Myrmotherula longicauda 		42 	34
Yellow-throated Antwren 	Myrmotherula ambigua 		40 	7
Sclater's Antwren 	Myrmotherula sclateri 		61 	119
White-flanked Antwren 	Myrmotherula axillaris 		255 	198
Silvery-flanked Antwren 	Myrmotherula luctuosa 		80 	36
Slaty Antwren 	Myrmotherula schisticolor 		60 	28
Rio Suno Antwren 	Myrmotherula sunensis 		13 	1
Salvadori's Antwren 	Myrmotherula minor 		24 	0
Long-winged Antwren 	Myrmotherula longipennis 		79 	69
Band-tailed Antwren 	Myrmotherula urosticta 		17 	0
Ihering's Antwren 	Myrmotherula iheringi 		30 	9
Rio de Janeiro Antwren 	Myrmotherula fluminensis 		0 	0
Yungas Antwren 	Myrmotherula grisea 		3 	2
Unicolored Antwren 	Myrmotherula unicolor 		68 	16
Alagoas Antwren 	Myrmotherula snowi 		17 	1
Plain-winged Antwren 	Myrmotherula behni 		12 	0
Grey Antwren 	Myrmotherula menetriesii 		125 	112
Leaden Antwren 	Myrmotherula assimilis 		27 	9
Streak-capped Antwren 	Terenura maculata 		81 	57
Orange-bellied Antwren 	Terenura sicki 		23 	3
Black-and-white Antbird 	Myrmochanes hemileucus 		32 	9
Narrow-billed Antwren 	Formicivora iheringi 		26 	9
Black-hooded Antwren 	Formicivora erythronotos 		40 	3
Southern White-fringed Antwren 	Formicivora grisea 		115 	74
Northern White-fringed Antwren 	Formicivora intermedia 		114 	16
Serra Antwren 	Formicivora serrana 		68 	7
Black-bellied Antwren 	Formicivora melanogaster 		61 	19
Rusty-backed Antwren 	Formicivora rufa 		123 	14
Sincora Antwren 	Formicivora grantsaui 		15 	0
Marsh Antwren 	Stymphalornis acutirostris 		40 	0
Banded Antbird 	Dichrozona cincta 		75 	6
Star-throated Antwren 	Rhopias gularis 		125 	33
Plain-throated Antwren 	Isleria hauxwelli 		107 	33
Rufous-bellied Antwren 	Isleria guttata 		35 	0
Dusky-throated Antshrike 	Thamnomanes ardesiacus 		114 	127
Saturnine Antshrike 	Thamnomanes saturninus 		53 	19
Cinereous Antshrike 	Thamnomanes caesius 		178 	174
Bluish-slate Antshrike 	Thamnomanes schistogynus 		68 	108
Pearly Antshrike 	Megastictus margaritatus 		49 	1
Bahia Antwren 	Herpsilochmus pileatus 		32 	9
Caatinga Antwren 	Herpsilochmus sellowi 		42 	10
Black-capped Antwren 	Herpsilochmus atricapillus 		104 	155
Aripuana Antwren 	Herpsilochmus stotzi 		5 	1
Predicted Antwren 	Herpsilochmus praedictus 		11 	2
Creamy-bellied Antwren 	Herpsilochmus motacilloides 		13 	3
Ash-throated Antwren 	Herpsilochmus parkeri 		22 	1
Spot-tailed Antwren 	Herpsilochmus sticturus 		17 	7
Dugand's Antwren 	Herpsilochmus dugandi 		45 	39
Todd's Antwren 	Herpsilochmus stictocephalus 		29 	40
Spot-backed Antwren 	Herpsilochmus dorsimaculatus 		85 	26
Roraiman Antwren 	Herpsilochmus roraimae 		23 	0
Pectoral Antwren 	Herpsilochmus pectoralis 		28 	6
Large-billed Antwren 	Herpsilochmus longirostris 		54 	30
Ancient Antwren 	Herpsilochmus gentryi 		22 	16
Yellow-breasted Antwren 	Herpsilochmus axillaris 		46 	10
Rufous-winged Antwren 	Herpsilochmus rufimarginatus 		243 	335
Spot-breasted Antvireo 	Dysithamnus stictothorax 		106 	150
Plain Antvireo 	Dysithamnus mentalis 		389 	330
Streak-crowned Antvireo 	Dysithamnus striaticeps 		13 	5
Spot-crowned Antvireo 	Dysithamnus puncticeps 		63 	33
Rufous-backed Antvireo 	Dysithamnus xanthopterus 		55 	19
Bicolored Antvireo 	Dysithamnus occidentalis 		49 	0
Plumbeous Antvireo 	Dysithamnus plumbeus 		20 	2
White-streaked Antvireo 	Dysithamnus leucostictus 		31 	14
Collared Antshrike 	Thamnophilus bernardi 		73 	52
Black-backed Antshrike 	Thamnophilus melanonotus 		35 	0
Band-tailed Antshrike 	Thamnophilus melanothorax 		10 	1
Barred Antshrike 	Thamnophilus doliatus 		332 	407
Chapman's Antshrike 	Thamnophilus zarumae 		23 	4
Bar-crested Antshrike 	Thamnophilus multistriatus 		85 	49
Lined Antshrike 	Thamnophilus tenuepunctatus 		66 	38
Chestnut-backed Antshrike 	Thamnophilus palliatus 		105 	148
Black-hooded Antshrike 	Thamnophilus bridgesi 		55 	24
Black Antshrike 	Thamnophilus nigriceps 		34 	9
Cocha Antshrike 	Thamnophilus praecox 		35 	3
Blackish-grey Antshrike 	Thamnophilus nigrocinereus 		40 	12
Castelnau's Antshrike 	Thamnophilus cryptoleucus 		31 	7
White-shouldered Antshrike 	Thamnophilus aethiops 		165 	106
Uniform Antshrike 	Thamnophilus unicolor 		126 	31
Plain-winged Antshrike 	Thamnophilus schistaceus 		138 	423
Mouse-colored Antshrike 	Thamnophilus murinus 		147 	115
Upland Antshrike 	Thamnophilus aroyae 		9 	7
Black-crowned Antshrike 	Thamnophilus atrinucha 		190 	166
Northern Slaty Antshrike 	Thamnophilus punctatus 		131 	40
Natterer's Slaty Antshrike 	Thamnophilus stictocephalus 		61 	24
Bolivian Slaty Antshrike 	Thamnophilus sticturus 		19 	26
Planalto Slaty Antshrike 	Thamnophilus pelzelni 		86 	126
Sooretama Slaty Antshrike 	Thamnophilus ambiguus 		86 	50
Amazonian Antshrike 	Thamnophilus amazonicus 		119 	55
Acre Antshrike 	Thamnophilus divisorius 		5 	0
Streak-backed Antshrike 	Thamnophilus insignis 		16 	0
Variable Antshrike 	Thamnophilus caerulescens 		232 	204
Rufous-winged Antshrike 	Thamnophilus torquatus 		59 	11
Rufous-capped Antshrike 	Thamnophilus ruficapillus 		122 	22
Black-crested Antshrike 	Sakesphorus canadensis 		147 	48
Silvery-cheeked Antshrike 	Sakesphorus cristatus 		40 	34
Glossy Antshrike 	Sakesphorus luctuosus 		49 	38
White-bearded Antshrike 	Biatas nigropectus 		77 	25
Fasciated Antshrike 	Cymbilaimus lineatus 		183 	301
Bamboo Antshrike 	Cymbilaimus sanctaemariae 		46 	69
Great Antshrike 	Taraba major 		352 	286
Large-tailed Antshrike 	Mackenziaena leachii 		82 	17
Tufted Antshrike 	Mackenziaena severa 		164 	82
Black-throated Antshrike 	Frederickena viridis 		28 	8
Undulated Antshrike 	Frederickena unduliger 		11 	0
Fulvous Antshrike 	Frederickena fulva 		54 	15
Spot-backed Antshrike 	Hypoedaleus guttatus 		140 	87
Giant Antshrike 	Batara cinerea 		175 	64
Speckled Antshrike 	Xenornis setifrons 		14 	1
White-plumed Antbird 	Pithys albifrons 		63 	13
White-masked Antbird 	Pithys castaneus 		16 	1
Ocellated Antbird 	Phaenostictus mcleannani 		57 	11
Bicolored Antbird 	Gymnopithys bicolor 		83 	61
White-cheeked Antbird 	Gymnopithys leucaspis 		48 	19
Rufous-throated Antbird 	Gymnopithys rufigula 		46 	6
White-throated Antbird 	Oneillornis salvini 		40 	25
Lunulated Antbird 	Oneillornis lunulatus 		19 	1
Bare-eyed Antbird 	Rhegmatorhina gymnops 		30 	4
Harlequin Antbird 	Rhegmatorhina berlepschi 		13 	1
White-breasted Antbird 	Rhegmatorhina hoffmannsi 		18 	0
Chestnut-crested Antbird 	Rhegmatorhina cristata 		13 	0
Hairy-crested Antbird 	Rhegmatorhina melanosticta 		57 	8
Black-spotted Bare-eye 	Phlegopsis nigromaculata 		97 	46
Reddish-winged Bare-eye 	Phlegopsis erythroptera 		25 	2
Pale-faced Bare-eye 	Phlegopsis borbae 		8 	0
Common Scale-backed Antbird 	Willisornis poecilinotus 		133 	72
Xingu Scale-backed Antbird 	Willisornis vidua 		36 	4
Ferruginous Antbird 	Drymophila ferruginea 		143 	301
Bertoni's Antbird 	Drymophila rubricollis 		102 	35
Rufous-tailed Antbird 	Drymophila genei 		65 	14
Ochre-rumped Antbird 	Drymophila ochropyga 		128 	49
Dusky-tailed Antbird 	Drymophila malura 		135 	44
Scaled Antbird 	Drymophila squamata 		147 	80
Striated Antbird 	Drymophila devillei 		106 	113
Santa Marta Antbird 	Drymophila hellmayri 		33 	0
Klages's Antbird 	Drymophila klagesi 		24 	4
East Andean Antbird 	Drymophila caudata 		11 	1
Streak-headed Antbird 	Drymophila striaticeps 		128 	87
Guianan Warbling Antbird 	Hypocnemis cantator 		117 	47
Imeri Warbling Antbird 	Hypocnemis flavescens 		48 	7
Peruvian Warbling Antbird 	Hypocnemis peruviana 		145 	122
Yellow-breasted Warbling Antbird 	Hypocnemis subflava 		54 	179
Rondonia Warbling Antbird 	Hypocnemis ochrogyna 		29 	24
Spix's Warbling Antbird 	Hypocnemis striata 		95 	66
Manicore Warbling Antbird 	Hypocnemis rondoni 		5 	0
Yellow-browed Antbird 	Hypocnemis hypoxantha 		89 	30
Southern Chestnut-tailed Antbird 	Sciaphylax hemimelaena 		163 	300
Northern Chestnut-tailed Antbird 	Sciaphylax castanea 		56 	8
Willis's Antbird 	Cercomacroides laeta 		47 	30
Parker's Antbird 	Cercomacroides parkeri 		78 	23
Blackish Antbird 	Cercomacroides nigrescens 		155 	90
Riparian Antbird 	Cercomacroides fuscicauda 		68 	28
Dusky Antbird 	Cercomacroides tyrannina 		302 	219
Black Antbird 	Cercomacroides serva 		114 	76
Manu Antbird 	Cercomacra manu 		65 	48
Rio de Janeiro Antbird 	Cercomacra brasiliana 		23 	27
Grey Antbird 	Cercomacra cinerascens 		189 	630
Mato Grosso Antbird 	Cercomacra melanaria 		60 	22
Bananal Antbird 	Cercomacra ferdinandi 		25 	5
Jet Antbird 	Cercomacra nigricans 		97 	27
Rio Branco Antbird 	Cercomacra carbonaria 		25 	5
Ferruginous-backed Antbird 	Myrmoderus ferrugineus 		117 	23
Cordillera Azul Antbird 	Myrmoderus eowilsoni 		12 	0
Scalloped Antbird 	Myrmoderus ruficauda 		44 	4
White-bibbed Antbird 	Myrmoderus loricatus 		78 	26
Squamate Antbird 	Myrmoderus squamosus 		132 	29
Black-chinned Antbird 	Hypocnemoides melanopogon 		82 	19
Band-tailed Antbird 	Hypocnemoides maculicauda 		50 	16
Spotted Antbird 	Hylophylax naevioides 		85 	36
Spot-backed Antbird 	Hylophylax naevius 		194 	42
Dot-backed Antbird 	Hylophylax punctulatus 		76 	13
Silvered Antbird 	Sclateria naevia 		145 	55
Plumbeous Antbird 	Myrmelastes hyperythrus 		89 	114
Slate-colored Antbird 	Myrmelastes schistaceus 		37 	4
Spot-winged Antbird 	Myrmelastes leucostigma 		121 	5
Humaita Antbird 	Myrmelastes humaythae 		22 	7
Brownish-headed Antbird 	Myrmelastes brunneiceps 		8 	0
Rufous-faced Antbird 	Myrmelastes rufifacies 		36 	4
Roraiman Antbird 	Myrmelastes saturatus 		20 	0
Caura Antbird 	Myrmelastes caurensis 		5 	0
Chestnut-backed Antbird 	Poliocrania exsul 		242 	462
Grey-headed Antbird 	Ampelornis griseiceps 		20 	2
Stub-tailed Antbird 	Sipia berlepschi 		43 	25
Esmeraldas Antbird 	Sipia nigricauda 		57 	14
Magdalena Antbird 	Sipia palliata 		52 	4
Dull-mantled Antbird 	Sipia laemosticta 		32 	3
White-bellied Antbird 	Myrmeciza longipes 		120 	58
Black-tailed Antbird 	Myrmoborus melanurus 		24 	2
