Common name 	Scientific name 	Status 	No. 	No. Back
Dwarf Honeyguide 	Indicator pumilio 		3 	0
Willcocks's Honeyguide 	Indicator willcocksi 		3 	0
Pallid Honeyguide 	Indicator meliphilus 		2 	1
Least Honeyguide 	Indicator exilis 		16 	4
Thick-billed Honeyguide 	Indicator conirostris 		10 	1
Lesser Honeyguide 	Indicator minor 		34 	5
Spotted Honeyguide 	Indicator maculatus 		6 	0
Scaly-throated Honeyguide 	Indicator variegatus 		33 	12
Greater Honeyguide 	Indicator indicator 		61 	8
Lyre-tailed Honeyguide 	Melichneutes robustus 		2 	1
Eurasian Wryneck 	Jynx torquilla 		351 	224
Red-throated Wryneck 	Jynx ruficollis 		48 	2
African Piculet 	Sasia africana 		6 	0
Fine-spotted Woodpecker 	Campethera punctuligera 		6 	0
Bennett's Woodpecker 	Campethera bennettii 		3 	2
Speckle-throated Woodpecker 	Campethera scriptoricauda 		1 	0
Nubian Woodpecker 	Campethera nubica 		29 	1
Golden-tailed Woodpecker 	Campethera abingoni 		28 	8
Mombasa Woodpecker 	Campethera mombassica 		5 	0
Knysna Woodpecker 	Campethera notata 		15 	8
Green-backed Woodpecker 	Campethera cailliautii 		12 	2
Little Green Woodpecker 	Campethera maculosa 		2 	0
Tullberg's Woodpecker 	Campethera tullbergi 		0 	0
Buff-spotted Woodpecker 	Campethera nivosa 		5 	7
Brown-eared Woodpecker 	Campethera caroli 		0 	0
Ground Woodpecker 	Geocolaptes olivaceus 		14 	2
Bearded Woodpecker 	Chloropicus namaquus 		18 	5
Yellow-crested Woodpecker 	Chloropicus xantholophus 		7 	0
Fire-bellied Woodpecker 	Chloropicus pyrrhogaster 		12 	10
Little Grey Woodpecker 	Dendropicos elachus 		4 	1
Speckle-breasted Woodpecker 	Dendropicos poecilolaemus 		1 	0
Abyssinian Woodpecker 	Dendropicos abyssinicus 		7 	1
Cardinal Woodpecker 	Dendropicos fuscescens 		56 	19
Gabon Woodpecker 	Dendropicos gabonensis 		0 	0
Melancholy Woodpecker 	Dendropicos lugubris 		6 	2
Stierling's Woodpecker 	Dendropicos stierlingi 		1 	0
Elliot's Woodpecker 	Dendropicos elliotii 		3 	1
African Grey Woodpecker 	Dendropicos goertae 		17 	7
Eastern Grey Woodpecker 	Dendropicos spodocephalus 		14 	0
Olive Woodpecker 	Dendropicos griseocephalus 		33 	7
Brown-backed Woodpecker 	Dendropicos obsoletus 		1 	0
Lesser Spotted Woodpecker 	Dryobates minor 		498 	332
Syrian Woodpecker 	Dendrocopos syriacus 		83 	18
Great Spotted Woodpecker 	Dendrocopos major 		1487 	2335
Levaillant's Woodpecker 	Picus vaillantii 		29 	9
Pygmy Falcon 	Polihierax semitorquatus 		1 	0
Lesser Kestrel 	Falco naumanni 		104 	46
Common Kestrel 	Falco tinnunculus 		269 	116
Rock Kestrel 	Falco rupicolus 		5 	0
Malagasy Kestrel 	Falco newtoni 		8 	1
Greater Kestrel 	Falco rupicoloides 		7 	0
Fox Kestrel 	Falco alopex 		3 	0
Grey Kestrel 	Falco ardosiaceus 		3 	0
Dickinson's Kestrel 	Falco dickinsoni 		2 	0
Banded Kestrel 	Falco zoniventris 		4 	0
Red-necked Falcon 	Falco chicquera 		2 	1
Red-footed Falcon 	Falco vespertinus 		28 	6
Amur Falcon 	Falco amurensis 		26 	2
Eleonora's Falcon 	Falco eleonorae 		12 	0
Sooty Falcon 	Falco concolor 		3 	0
Merlin 	Falco columbarius 		67 	6
Eurasian Hobby 	Falco subbuteo 		122 	16
African Hobby 	Falco cuvierii 		0 	0
Lanner Falcon 	Falco biarmicus 		6 	1
Saker Falcon 	Falco cherrug 		8 	0
Peregrine Falcon 	Falco peregrinus 		191 	14
Barbary Falcon 	Falco pelegrinoides 		3 	0
Taita Falcon 	Falco fasciinucha 		3 	1
Grey Parrot 	Psittacus erithacus 		57 	22
Red-fronted Parrot 	Poicephalus gulielmi 		9 	0
Yellow-fronted Parrot 	Poicephalus flavifrons 		13 	4
Brown-necked Parrot 	Poicephalus fuscicollis 		22 	3
Cape Parrot 	Poicephalus robustus 		15 	0
Meyer's Parrot 	Poicephalus meyeri 		39 	10
Rüppell's Parrot 	Poicephalus rueppellii 		8 	1
Brown-headed Parrot 	Poicephalus cryptoxanthus 		19 	0
Niam-niam Parrot 	Poicephalus crassus 		0 	0
Senegal Parrot 	Poicephalus senegalus 		45 	28
Red-bellied Parrot 	Poicephalus rufiventris 		25 	1
Greater Vasa Parrot 	Coracopsis vasa 		21 	5
Lesser Vasa Parrot 	Coracopsis nigra 		23 	12
Alexandrine Parakeet 	Psittacula eupatria 		53 	9
Rose-ringed Parakeet 	Psittacula krameri 		302 	255
Budgerigar 	Melopsittacus undulatus 		21 	16
Grey-headed Lovebird 	Agapornis canus 		9 	1
Red-headed Lovebird 	Agapornis pullarius 		2 	0
Black-winged Lovebird 	Agapornis taranta 		18 	4
Black-collared Lovebird 	Agapornis swindernianus 		0 	0
Rosy-faced Lovebird 	Agapornis roseicollis 		49 	3
Fischer's Lovebird 	Agapornis fischeri 		19 	3
Yellow-collared Lovebird 	Agapornis personatus 		15 	3
Lilian's Lovebird 	Agapornis lilianae 		4 	4
Black-cheeked Lovebird 	Agapornis nigrigenis 		2 	0
African Broadbill 	Smithornis capensis 		48 	7
Grey-headed Broadbill 	Smithornis sharpei 		7 	4
Rufous-sided Broadbill 	Smithornis rufolateralis 		30 	7
Grauer's Broadbill 	Pseudocalyptomena graueri 		6 	0
Velvet Asity 	Philepitta castanea 		5 	0
Schlegel's Asity 	Philepitta schlegeli 		12 	0
Common Sunbird-Asity 	Neodrepanis coruscans 		11 	1
Yellow-bellied Sunbird-Asity 	Neodrepanis hypoxantha 		5 	0
African Pitta 	Pitta angolensis 		9 	1
Green-breasted Pitta 	Pitta reichenowi 		5 	0
Rwenzori Batis 	Batis diops 		15 	3
Margaret's Batis 	Batis margaritae 		6 	0
Forest Batis 	Batis mixta 		4 	0
Reichenow's Batis 	Batis reichenowi 		0 	0
Dark Batis 	Batis crypta 		73 	32
Cape Batis 	Batis capensis 		65 	44
Woodward's Batis 	Batis fratrum 		12 	4
Chinspot Batis 	Batis molitor 		95 	75
Senegal Batis 	Batis senegalensis 		14 	8
Grey-headed Batis 	Batis orientalis 		17 	2
Pale Batis 	Batis soror 		10 	3
Pririt Batis 	Batis pririt 		45 	21
Eastern Black-headed Batis 	Batis minor 		9 	0
Western Black-headed Batis 	Batis erlangeri 		19 	0
Pygmy Batis 	Batis perkeo 		15 	1
Angolan Batis 	Batis minulla 		0 	0
Gabon Batis 	Batis minima 		3 	1
Ituri Batis 	Batis ituriensis 		11 	0
Fernando Po Batis 	Batis poensis 		1 	0
White-tailed Shrike 	Lanioturdus torquatus 		11 	0
Chestnut Wattle-eye 	Platysteira castanea 		22 	3
White-spotted Wattle-eye 	Platysteira tonsa 		0 	0
Banded Wattle-eye 	Platysteira laticincta 		8 	1
Black-throated Wattle-eye 	Platysteira peltata 		19 	5
White-fronted Wattle-eye 	Platysteira albifrons 		3 	0
Brown-throated Wattle-eye 	Platysteira cyanea 		99 	56
Yellow-bellied Wattle-eye 	Platysteira concreta 		11 	2
Red-cheeked Wattle-eye 	Platysteira blissetti 		23 	3
Black-necked Wattle-eye 	Platysteira chalybea 		2 	5
Jameson's Wattle-eye 	Platysteira jamesoni 		15 	2
Fiery-breasted Bushshrike 	Malaconotus cruentus 		3 	0
Monteiro's Bushshrike 	Malaconotus monteiri 		0 	0
Grey-headed Bushshrike 	Malaconotus blanchoti 		88 	21
Lagden's Bushshrike 	Malaconotus lagdeni 		0 	0
Green-breasted Bushshrike 	Malaconotus gladiator 		4 	0
Uluguru Bushshrike 	Malaconotus alius 		9 	0
Mount Kupe Bushshrike 	Chlorophoneus kupeensis 		2 	0
Many-colored Bushshrike 	Chlorophoneus multicolor 		6 	3
Black-fronted Bushshrike 	Chlorophoneus nigrifrons 		67 	8
Olive Bushshrike 	Chlorophoneus olivaceus 		61 	22
Bocage's Bushshrike 	Chlorophoneus bocagei 		22 	1
Orange-breasted Bushshrike 	Chlorophoneus sulfureopectus 		113 	31
Gorgeous Bushshrike 	Telophorus viridis 		34 	2
Doherty's Bushshrike 	Telophorus dohertyi 		29 	2
Bokmakierie 	Telophorus zeylonus 		137 	38
Rosy-patched Bushshrike 	Telophorus cruentus 		39 	1
Marsh Tchagra 	Bocagia minuta 		4 	0
Brown-crowned Tchagra 	Tchagra australis 		54 	24
Three-streaked Tchagra 	Tchagra jamesi 		3 	0
Southern Tchagra 	Tchagra tchagra 		17 	1
Black-crowned Tchagra 	Tchagra senegalus 		134 	66
Sabine's Puffback 	Dryoscopus sabini 		10 	4
Pink-footed Puffback 	Dryoscopus angolensis 		6 	0
Red-eyed Puffback 	Dryoscopus senegalensis 		15 	1
Black-backed Puffback 	Dryoscopus cubla 		164 	61
Northern Puffback 	Dryoscopus gambensis 		27 	5
Pringle's Puffback 	Dryoscopus pringlii 		12 	0
Lowland Sooty Boubou 	Laniarius leucorhynchus 		17 	3
Mountain Sooty Boubou 	Laniarius poensis 		12 	9
Willard's Sooty Boubou 	Laniarius willardi 		9 	1
Fülleborn's Boubou 	Laniarius fuelleborni 		141 	28
Slate-colored Boubou 	Laniarius funebris 		65 	35
Lühder's Bushshrike 	Laniarius luehderi 		31 	7
Braun's Bushshrike 	Laniarius brauni 		1 	0
Gabela Bushshrike 	Laniarius amboimensis 		1 	0
Red-naped Bushshrike 	Laniarius ruficeps 		15 	0
Black Boubou 	Laniarius nigerrimus 		3 	0
Ethiopian Boubou 	Laniarius aethiopicus 		19 	1
Tropical Boubou 	Laniarius major 		142 	131
East Coast Boubou 	Laniarius sublacteus 		24 	0
Southern Boubou 	Laniarius ferrugineus 		100 	134
Swamp Boubou 	Laniarius bicolor 		17 	8
Turati's Boubou 	Laniarius turatii 		4 	2
Yellow-crowned Gonolek 	Laniarius barbarus 		66 	98
Papyrus Gonolek 	Laniarius mufumbiri 		19 	2
Black-headed Gonolek 	Laniarius erythrogaster 		33 	21
Crimson-breasted Shrike 	Laniarius atrococcineus 		39 	14
Yellow-breasted Boubou 	Laniarius atroflavus 		22 	18
Brubru 	Nilaus afer 		91 	34
Red-tailed Vanga 	Calicalicus madagascariensis 		32 	9
Red-shouldered Vanga 	Calicalicus rufocarpalis 		14 	3
Hook-billed Vanga 	Vanga curvirostris 		21 	2
Bernier's Vanga 	Oriolia bernieri 		13 	0
Lafresnaye's Vanga 	Xenopirostris xenopirostris 		8 	0
Van Dam's Vanga 	Xenopirostris damii 		18 	0
Pollen's Vanga 	Xenopirostris polleni 		12 	4
Sickle-billed Vanga 	Falculea palliata 		16 	0
White-headed Vanga 	Artamella viridis 		8 	2
Chabert Vanga 	Leptopterus chabert 		3 	0
Blue Vanga 	Cyanolanius madagascarinus 		12 	1
Rufous Vanga 	Schetba rufa 		15 	0
Helmet Vanga 	Euryceros prevostii 		7 	1
Tylas Vanga 	Tylas eduardi 		13 	2
Nuthatch Vanga 	Hypositta corallirostris 		4 	0
Dark Newtonia 	Newtonia amphichroa 		23 	1
Common Newtonia 	Newtonia brunneicauda 		35 	31
Archbold's Newtonia 	Newtonia archboldi 		12 	1
Red-tailed Newtonia 	Newtonia fanovanae 		7 	0
Ward's Flycatcher 	Pseudobias wardi 		5 	0
Crossley's Vanga 	Mystacornis crossleyi 		21 	0
White-crested Helmetshrike 	Prionops plumatus 		32 	0
Grey-crested Helmetshrike 	Prionops poliolophus 		6 	0
Yellow-crested Helmetshrike 	Prionops alberti 		0 	0
Red-billed Helmetshrike 	Prionops caniceps 		9 	3
Rufous-bellied Helmetshrike 	Prionops rufiventris 		1 	0
Retz's Helmetshrike 	Prionops retzii 		22 	1
Gabela Helmetshrike 	Prionops gabela 		0 	0
Chestnut-fronted Helmetshrike 	Prionops scopifrons 		4 	4
African Shrike-flycatcher 	Megabyas flammulatus 		12 	0
Black-and-white Shrike-flycatcher 	Bias musicus 		23 	3
Grauer's Cuckooshrike 	Ceblepyris graueri 		0 	0
White-breasted Cuckooshrike 	Ceblepyris pectoralis 		14 	0
Black Cuckooshrike 	Campephaga flava 		22 	9
Red-shouldered Cuckooshrike 	Campephaga phoenicea 		3 	0
Petit's Cuckooshrike 	Campephaga petiti 		1 	0
Purple-throated Cuckooshrike 	Campephaga quiscalina 		21 	5
Western Wattled Cuckooshrike 	Lobotos lobatus 		0 	0
Eastern Wattled Cuckooshrike 	Lobotos oriolinus 		0 	0
Blue Cuckooshrike 	Cyanograucalus azureus 		4 	4
Yellow-billed Shrike 	Corvinella corvina 		35 	12
Magpie Shrike 	Urolestes melanoleucus 		39 	3
Northern White-crowned Shrike 	Eurocephalus ruppelli 		15 	2
Southern White-crowned Shrike 	Eurocephalus anguitimens 		13 	3
Souza's Shrike 	Lanius souzae 		9 	0
Brown Shrike 	Lanius cristatus 		127 	10
Red-backed Shrike 	Lanius collurio 		346 	75
Isabelline Shrike 	Lanius isabellinus 		28 	9
Red-tailed Shrike 	Lanius phoenicuroides 		24 	0
Emin's Shrike 	Lanius gubernator 		0 	0
Bay-backed Shrike 	Lanius vittatus 		19 	0
Long-tailed Shrike 	Lanius schach 		92 	15
Mackinnon's Shrike 	Lanius mackinnoni 		8 	0
Lesser Grey Shrike 	Lanius minor 		40 	1
Iberian Grey Shrike 	Lanius meridionalis 		65 	30
Grey-backed Fiscal 	Lanius excubitoroides 		12 	0
Long-tailed Fiscal 	Lanius cabanisi 		24 	0
Taita Fiscal 	Lanius dorsalis 		3 	0
Somali Fiscal 	Lanius somalicus 		16 	0
Northern Fiscal 	Lanius humeralis 		24 	10
Southern Fiscal 	Lanius collaris 		43 	13
Sao Tome Fiscal 	Lanius newtoni 		8 	2
Woodchat Shrike 	Lanius senator 		130 	79
Masked Shrike 	Lanius nubicus 		27 	1
Red-eyed Vireo 	Vireo olivaceus 		237 	1008
Eurasian Golden Oriole 	Oriolus oriolus 		756 	804
African Golden Oriole 	Oriolus auratus 		33 	18
Green-headed Oriole 	Oriolus chlorocephalus 		28 	7
Sao Tome Oriole 	Oriolus crassirostris 		18 	3
Western Oriole 	Oriolus brachyrynchus 		33 	45
Ethiopian Oriole 	Oriolus monacha 		22 	13
Mountain Oriole 	Oriolus percivali 		18 	4
Black-headed Oriole 	Oriolus larvatus 		142 	127
Black-winged Oriole 	Oriolus nigripennis 		26 	21
Common Square-tailed Drongo 	Dicrurus ludwigii 		117 	38
Shining Drongo 	Dicrurus atripennis 		20 	0
Fork-tailed Drongo 	Dicrurus adsimilis 		137 	51
Velvet-mantled Drongo 	Dicrurus modestus 		4 	8
Crested Drongo 	Dicrurus forficatus 		24 	3
Black Drongo 	Dicrurus macrocercus 		98 	18
Blue-mantled Crested Flycatcher 	Trochocercus cyanomelas 		57 	15
Blue-headed Crested Flycatcher 	Trochocercus nitens 		16 	1
Bedford's Paradise Flycatcher 	Terpsiphone bedfordi 		0 	0
Rufous-vented Paradise Flycatcher 	Terpsiphone rufocinerea 		11 	1
Red-bellied Paradise Flycatcher 	Terpsiphone rufiventer 		41 	32
Bates's Paradise Flycatcher 	Terpsiphone batesi 		1 	0
African Paradise Flycatcher 	Terpsiphone viridis 		136 	57
Sao Tome Paradise Flycatcher 	Terpsiphone atrochalybeia 		10 	0
Malagasy Paradise Flycatcher 	Terpsiphone mutata 		24 	3
Eurasian Jay 	Garrulus glandarius 		1167 	1143
Eurasian Magpie 	Pica pica 		662 	1114
Stresemann's Bushcrow 	Zavattariornis stresemanni 		30 	2
Spotted Nutcracker 	Nucifraga caryocatactes 		225 	59
Red-billed Chough 	Pyrrhocorax pyrrhocorax 		184 	190
Alpine Chough 	Pyrrhocorax graculus 		90 	13
Piapiac 	Ptilostomus afer 		13 	4
Western Jackdaw 	Coloeus monedula 		477 	1335
House Crow 	Corvus splendens 		127 	280
Cape Crow 	Corvus capensis 		29 	14
Rook 	Corvus frugilegus 		433 	1060
Carrion Crow 	Corvus corone 		1026 	6564
Hooded Crow 	Corvus cornix 		474 	879
Pied Crow 	Corvus albus 		107 	136
Brown-necked Raven 	Corvus ruficollis 		25 	9
Somali Crow 	Corvus edithae 		4 	3
Northern Raven 	Corvus corax 		1286 	1167
Fan-tailed Raven 	Corvus rhipidurus 		29 	12
White-necked Raven 	Corvus albicollis 		45 	15
Thick-billed Raven 	Corvus crassirostris 		11 	0
White-necked Rockfowl 	Picathartes gymnocephalus 		0 	0
Grey-necked Rockfowl 	Picathartes oreas 		0 	0
Cape Rockjumper 	Chaetops frenatus 		11 	0
Drakensberg Rockjumper 	Chaetops aurantius 		7 	0
Bohemian Waxwing 	Bombycilla garrulus 		226 	36
Grey Hypocolius 	Hypocolius ampelinus 		30 	0
Fairy Flycatcher 	Stenostira scita 		36 	2
African Blue Flycatcher 	Elminia longicauda 		19 	5
White-tailed Blue Flycatcher 	Elminia albicauda 		9 	2
Dusky Crested Flycatcher 	Elminia nigromitrata 		0 	1
White-bellied Crested Flycatcher 	Elminia albiventris 		14 	1
White-tailed Crested Flycatcher 	Elminia albonotata 		67 	56
Coal Tit 	Periparus ater 		1562 	1678
European Crested Tit 	Lophophanes cristatus 		569 	1023
African Blue Tit 	Cyanistes teneriffae 		153 	96
Great Tit 	Parus major 		5269 	7496
White-shouldered Black Tit 	Melaniparus guineensis 		13 	0
White-winged Black Tit 	Melaniparus leucomelas 		18 	0
Southern Black Tit 	Melaniparus niger 		35 	12
Carp's Tit 	Melaniparus carpi 		6 	0
White-bellied Tit 	Melaniparus albiventris 		23 	7
White-backed Black Tit 	Melaniparus leuconotus 		14 	0
Dusky Tit 	Melaniparus funereus 		12 	2
Rufous-bellied Tit 	Melaniparus rufiventris 		14 	2
Cinnamon-breasted Tit 	Melaniparus pallidiventris 		1 	0
Red-throated Tit 	Melaniparus fringillinus 		8 	0
Stripe-breasted Tit 	Melaniparus fasciiventer 		6 	0
Acacia Tit 	Melaniparus thruppi 		17 	3
Miombo Tit 	Melaniparus griseiventris 		10 	2
Ashy Tit 	Melaniparus cinerascens 		44 	19
Grey Tit 	Melaniparus afer 		28 	5
Eurasian Penduline Tit 	Remiz pendulinus 		198 	75
Sennar Penduline Tit 	Anthoscopus punctifrons 		2 	0
Yellow Penduline Tit 	Anthoscopus parvulus 		3 	1
Mouse-colored Penduline Tit 	Anthoscopus musculus 		15 	2
Forest Penduline Tit 	Anthoscopus flavifrons 		3 	0
Grey Penduline Tit 	Anthoscopus caroli 		10 	2
Cape Penduline Tit 	Anthoscopus minutus 		32 	2
Western Nicator 	Nicator chloris 		80 	54
Eastern Nicator 	Nicator gularis 		44 	22
Yellow-throated Nicator 	Nicator vireo 		30 	13
Bearded Reedling 	Panurus biarmicus 		174 	52
Greater Hoopoe-Lark 	Alaemon alaudipes 		35 	3
Lesser Hoopoe-Lark 	Alaemon hamertoni 		0 	0
Beesley's Lark 	Chersomanes beesleyi 		4 	0
Spike-heeled Lark 	Chersomanes albofasciata 		16 	0
Gray's Lark 	Ammomanopsis grayi 		2 	0
Short-clawed Lark 	Certhilauda chuana 		9 	1
Karoo Long-billed Lark 	Certhilauda subcoronata 		33 	6
Benguela Long-billed Lark 	Certhilauda benguelensis 		3 	0
Eastern Long-billed Lark 	Certhilauda semitorquata 		23 	2
Cape Long-billed Lark 	Certhilauda curvirostris 		14 	0
Agulhas Long-billed Lark 	Certhilauda brevirostris 		13 	1
Dusky Lark 	Pinarocorys nigricans 		2 	0
Rufous-rumped Lark 	Pinarocorys erythropygia 		0 	0
Thick-billed Lark 	Ramphocoris clotbey 		5 	0
Desert Lark 	Ammomanes deserti 		35 	3
Bar-tailed Lark 	Ammomanes cinctura 		21 	2
Black-eared Sparrow-Lark 	Eremopterix australis 		2 	0
Madagascan Lark 	Eremopterix hova 		13 	2
Black-crowned Sparrow-Lark 	Eremopterix nigriceps 		20 	5
Chestnut-backed Sparrow-Lark 	Eremopterix leucotis 		11 	0
Chestnut-headed Sparrow-Lark 	Eremopterix signatus 		2 	0
Grey-backed Sparrow-Lark 	Eremopterix verticalis 		11 	1
Fischer's Sparrow-Lark 	Eremopterix leucopareia 		9 	0
Sabota Lark 	Calendulauda sabota 		78 	5
Pink-breasted Lark 	Calendulauda poecilosterna 		23 	3
Foxy Lark 	Calendulauda alopex 		29 	1
Fawn-colored Lark 	Calendulauda africanoides 		21 	4
Karoo Lark 	Calendulauda albescens 		26 	3
Red Lark 	Calendulauda burra 		13 	0
Dune Lark 	Calendulauda erythrochlamys 		3 	0
Barlow's Lark 	Calendulauda barlowi 		4 	0
Rudd's Lark 	Heteromirafra ruddi 		7 	0
Archer's Lark 	Heteromirafra archeri 		16 	0
Eastern Clapper Lark 	Mirafra fasciolata 		58 	51
Cape Clapper Lark 	Mirafra apiata 		38 	4
Red-winged Lark 	Mirafra hypermetra 		12 	1
Rufous-naped Lark 	Mirafra africana 		160 	95
Flappet Lark 	Mirafra rufocinnamomea 		32 	17
Angolan Lark 	Mirafra angolensis 		13 	0
Williams's Lark 	Mirafra williamsi 		0 	0
Monotonous Lark 	Mirafra passerina 		31 	18
Melodious Lark 	Mirafra cheniana 		37 	4
Singing Bush Lark 	Mirafra cantillans 		14 	7
Gillett's Lark 	Mirafra gilletti 		6 	1
Rusty Bush Lark 	Mirafra rufa 		0 	0
Collared Lark 	Mirafra collaris 		2 	0
Ash's Lark 	Mirafra ashi 		0 	0
Somali Lark 	Mirafra somalica 		0 	0
Friedmann's Lark 	Mirafra pulpa 		2 	0
Kordofan Lark 	Mirafra cordofanica 		0 	0
White-tailed Lark 	Mirafra albicauda 		3 	0
Woodlark 	Lullula arborea 		565 	604
Obbia Lark 	Spizocorys obbiensis 		0 	0
Sclater's Lark 	Spizocorys sclateri 		3 	0
Stark's Lark 	Spizocorys starki 		0 	0
Short-tailed Lark 	Spizocorys fremantlii 		10 	0
Masked Lark 	Spizocorys personata 		1 	0
Botha's Lark 	Spizocorys fringillaris 		1 	1
Pink-billed Lark 	Spizocorys conirostris 		5 	0
Raso Lark 	Alauda razae 		1 	0
Oriental Skylark 	Alauda gulgula 		117 	24
Eurasian Skylark 	Alauda arvensis 		1356 	4609
Sun Lark 	Galerida modesta 		8 	0
Large-billed Lark 	Galerida magnirostris 		44 	4
Thekla's Lark 	Galerida theklae 		185 	182
Crested Lark 	Galerida cristata 		327 	819
Maghreb Lark 	Galerida macrorhyncha 		10 	5
Horned Lark 	Eremophila alpestris 		297 	194
Temminck's Lark 	Eremophila bilopha 		7 	0
Blanford's Lark 	Calandrella blanfordi 		12 	0
Red-capped Lark 	Calandrella cinerea 		55 	7
Greater Short-toed Lark 	Calandrella brachydactyla 		136 	109
Bimaculated Lark 	Melanocorypha bimaculata 		18 	6
Calandra Lark 	Melanocorypha calandra 		148 	280
Dupont's Lark 	Chersophilus duponti 		45 	56
Dunn's Lark 	Eremalauda dunni 		4 	0
Athi Short-toed Lark 	Alaudala athensis 		6 	0
Somali Short-toed Lark 	Alaudala somalica 		12 	0
Lesser Short-toed Lark 	Alaudala rufescens 		98 	152
Himalayan Bulbul 	Pycnonotus leucogenys 		32 	19
White-eared Bulbul 	Pycnonotus leucotis 		43 	87
Red-vented Bulbul 	Pycnonotus cafer 		111 	119
White-spectacled Bulbul 	Pycnonotus xanthopygos 		49 	59
African Red-eyed Bulbul 	Pycnonotus nigricans 		41 	99
Cape Bulbul 	Pycnonotus capensis 		25 	8
Common Bulbul 	Pycnonotus barbatus 		162 	402
Somali Bulbul 	Pycnonotus somaliensis 		6 	3
Dodson's Bulbul 	Pycnonotus dodsoni 		7 	0
Dark-capped Bulbul 	Pycnonotus tricolor 		251 	497
Shelley's Greenbul 	Arizelocichla masukuensis 		30 	8
Kakamega Greenbul 	Arizelocichla kakamegae 		1 	0
Cameroon Greenbul 	Arizelocichla montana 		3 	0
Western Greenbul 	Arizelocichla tephrolaema 		9 	23
Olive-breasted Greenbul 	Arizelocichla kikuyuensis 		11 	0
Mountain Greenbul 	Arizelocichla nigriceps 		3 	0
Uluguru Greenbul 	Arizelocichla neumanni 		2 	6
Black-browed Greenbul 	Arizelocichla fusciceps 		11 	3
Yellow-throated Greenbul 	Arizelocichla chlorigula 		52 	33
Stripe-cheeked Greenbul 	Arizelocichla milanjensis 		1 	0
Olive-headed Greenbul 	Arizelocichla olivaceiceps 		3 	1
Stripe-faced Greenbul 	Arizelocichla striifacies 		17 	2
Slender-billed Greenbul 	Stelgidillas gracilirostris 		25 	16
Little Greenbul 	Eurillas virens 		318 	380
Little Grey Greenbul 	Eurillas gracilis 		8 	1
Ansorge's Greenbul 	Eurillas ansorgei 		12 	2
Plain Greenbul 	Eurillas curvirostris 		28 	9
Yellow-whiskered Greenbul 	Eurillas latirostris 		116 	252
Sombre Greenbul 	Andropadus importunus 		197 	358
Golden Greenbul 	Calyptocichla serinus 		3 	2
Honeyguide Greenbul 	Baeopogon indicator 		46 	15
Sjöstedt's Greenbul 	Baeopogon clamans 		6 	3
Spotted Greenbul 	Ixonotus guttatus 		16 	1
Joyful Greenbul 	Chlorocichla laetissima 		14 	5
Prigogine's Greenbul 	Chlorocichla prigoginei 		0 	0
Yellow-bellied Greenbul 	Chlorocichla flaviventris 		38 	20
Falkenstein's Greenbul 	Chlorocichla falkensteini 		1 	0
Simple Greenbul 	Chlorocichla simplex 		15 	13
Yellow-throated Leaflove 	Atimastillas flavicollis 		32 	7
Swamp Palm Bulbul 	Thescelocichla leucopleura 		43 	22
Red-tailed Leaflove 	Phyllastrephus scandens 		7 	7
Terrestrial Brownbul 	Phyllastrephus terrestris 		47 	39
Northern Brownbul 	Phyllastrephus strepitans 		22 	7
Grey-olive Greenbul 	Phyllastrephus cerviniventris 		27 	2
Pale-olive Greenbul 	Phyllastrephus fulviventris 		1 	0
Baumann's Olive Greenbul 	Phyllastrephus baumanni 		6 	0
Toro Olive Greenbul 	Phyllastrephus hypochloris 		6 	2
Sassi's Olive Greenbul 	Phyllastrephus lorenzi 		0 	0
Fischer's Greenbul 	Phyllastrephus fischeri 		10 	1
Cabanis's Greenbul 	Phyllastrephus cabanisi 		29 	12
Placid Greenbul 	Phyllastrephus placidus 		96 	20
Cameroon Olive Greenbul 	Phyllastrephus poensis 		1 	0
Icterine Greenbul 	Phyllastrephus icterinus 		6 	3
Xavier's Greenbul 	Phyllastrephus xavieri 		7 	5
White-throated Greenbul 	Phyllastrephus albigularis 		14 	1
Yellow-streaked Greenbul 	Phyllastrephus flavostriatus 		58 	74
Sharpe's Greenbul 	Phyllastrephus alfredi 		6 	0
Grey-headed Greenbul 	Phyllastrephus poliocephalus 		3 	0
Lowland Tiny Greenbul 	Phyllastrephus debilis 		10 	1
Montane Tiny Greenbul 	Phyllastrephus albigula 		3 	0
Red-tailed Bristlebill 	Bleda syndactylus 		49 	29
Green-tailed Bristlebill 	Bleda eximius 		4 	0
Yellow-lored Bristlebill 	Bleda notatus 		33 	9
Grey-headed Bristlebill 	Bleda canicapillus 		31 	15
Western Bearded Greenbul 	Criniger barbatus 		16 	7
Eastern Bearded Greenbul 	Criniger chloronotus 		19 	6
Red-tailed Greenbul 	Criniger calurus 		56 	41
White-bearded Greenbul 	Criniger ndussumensis 		4 	3
Yellow-bearded Greenbul 	Criniger olivaceus 		11 	2
Malagasy Bulbul 	Hypsipetes madagascariensis 		32 	22
Black-collared Bulbul 	Neolestes torquatus 		6 	0
African River Martin 	Pseudochelidon eurystomina 		1 	0
Square-tailed Saw-wing 	Psalidoprocne nitens 		4 	1
Mountain Saw-wing 	Psalidoprocne fuliginosa 		0 	0
White-headed Saw-wing 	Psalidoprocne albiceps 		1 	0
Black Saw-wing 	Psalidoprocne pristoptera 		20 	2
Fanti Saw-wing 	Psalidoprocne obscura 		3 	0
Grey-rumped Swallow 	Pseudhirundo griseopyga 		10 	0
