Common name 	Scientific name 	Status 	No. 	No. Back
Bay-capped Wren-Spinetail 	Spartonoica maluroides 		35 	1
Caatinga Cacholote 	Pseudoseisura cristata 		21 	5
Grey-crested Cacholote 	Pseudoseisura unirufa 		16 	14
Brown Cacholote 	Pseudoseisura lophotes 		49 	9
White-throated Cacholote 	Pseudoseisura gutturalis 		16 	0
Yellow-chinned Spinetail 	Certhiaxis cinnamomeus 		165 	99
Red-and-white Spinetail 	Certhiaxis mustelinus 		19 	5
White-bellied Spinetail 	Mazaria propinqua 		45 	10
Chotoy Spinetail 	Schoeniophylax phryganophilus 		44 	13
Ochre-cheeked Spinetail 	Synallaxis scutata 		103 	21
Grey-bellied Spinetail 	Synallaxis cinerascens 		102 	16
Plain-crowned Spinetail 	Synallaxis gujanensis 		145 	66
White-lored Spinetail 	Synallaxis albilora 		52 	20
Maranon Spinetail 	Synallaxis maranonica 		39 	0
Great Spinetail 	Synallaxis hypochondriaca 		24 	1
Necklaced Spinetail 	Synallaxis stictothorax 		61 	24
Russet-bellied Spinetail 	Synallaxis zimmeri 		12 	0
Slaty Spinetail 	Synallaxis brachyura 		102 	63
Silvery-throated Spinetail 	Synallaxis subpudica 		41 	7
Red-shouldered Spinetail 	Synallaxis hellmayri 		28 	1
Rufous-capped Spinetail 	Synallaxis ruficapilla 		148 	104
Bahia Spinetail 	Synallaxis cinerea 		40 	13
Pinto's Spinetail 	Synallaxis infuscata 		32 	8
Dusky Spinetail 	Synallaxis moesta 		33 	7
McConnell's Spinetail 	Synallaxis macconnelli 		27 	3
Cabanis's Spinetail 	Synallaxis cabanisi 		30 	4
Cinereous-breasted Spinetail 	Synallaxis hypospodia 		52 	7
Spix's Spinetail 	Synallaxis spixi 		151 	77
Dark-breasted Spinetail 	Synallaxis albigularis 		81 	72
Pale-breasted Spinetail 	Synallaxis albescens 		239 	87
Sooty-fronted Spinetail 	Synallaxis frontalis 		211 	88
Azara's Spinetail 	Synallaxis azarae 		350 	339
Apurimac Spinetail 	Synallaxis courseni 		16 	1
White-whiskered Spinetail 	Synallaxis candei 		38 	1
Rufous-breasted Spinetail 	Synallaxis erythrothorax 		28 	3
Hoary-throated Spinetail 	Synallaxis kollari 		18 	2
Blackish-headed Spinetail 	Synallaxis tithys 		37 	12
Rusty-headed Spinetail 	Synallaxis fuscorufa 		43 	13
Rufous Spinetail 	Synallaxis unirufa 		139 	53
Black-throated Spinetail 	Synallaxis castanea 		5 	0
Stripe-breasted Spinetail 	Synallaxis cinnamomea 		70 	9
Ruddy Spinetail 	Synallaxis rutilans 		95 	16
Chestnut-throated Spinetail 	Synallaxis cherriei 		50 	3
Rufous-rumped Antwren 	Euchrepomis callinota 		24 	3
Chestnut-shouldered Antwren 	Euchrepomis humeralis 		28 	11
Yellow-rumped Antwren 	Euchrepomis sharpei 		8 	1
Ash-winged Antwren 	Euchrepomis spodioptila 		36 	17
Wing-banded Antbird 	Myrmornis torquata 		41 	1
Spot-winged Antshrike 	Pygiptila stellaris 		100 	143
Russet Antshrike 	Thamnistes anabatinus 		52 	11
Dot-winged Antwren 	Microrhopias quixensis 		202 	103
Black Bushbird 	Neoctantes niger 		35 	2
Recurve-billed Bushbird 	Clytoctantes alixii 		35 	5
Rondonia Bushbird 	Clytoctantes atrogularis 		10 	0
Checker-throated Antwren 	Epinecrophylla fulviventris 		91 	26
Brown-bellied Antwren 	Epinecrophylla gutturalis 		26 	4
White-eyed Antwren 	Epinecrophylla leucophthalma 		78 	26
Napo Stipple-throated Antwren 	Epinecrophylla haematonota 		42 	1
Yasuni Antwren 	Epinecrophylla fjeldsaai 		27 	2
Foothill Antwren 	Epinecrophylla spodionota 		45 	3
Ornate Antwren 	Epinecrophylla ornata 		85 	44
Rufous-tailed Antwren 	Epinecrophylla erythrura 		22 	5
Stripe-backed Antbird 	Myrmorchilus strigilatus 		88 	102
Yapacana Antbird 	Aprositornis disjuncta 		11 	0
Grey-bellied Antbird 	Ammonastes pelzelni 		26 	0
Black-throated Antbird 	Myrmophylax atrothorax 		220 	78
Moustached Antwren 	Myrmotherula ignota 		61 	43
Pygmy Antwren 	Myrmotherula brachyura 		155 	264
Guianan Streaked Antwren 	Myrmotherula surinamensis 		26 	6
Amazonian Streaked Antwren 	Myrmotherula multostriata 		95 	36
Pacific Antwren 	Myrmotherula pacifica 		54 	59
Cherrie's Antwren 	Myrmotherula cherriei 		52 	2
Klages's Antwren 	Myrmotherula klagesi 		19 	9
Stripe-chested Antwren 	Myrmotherula longicauda 		42 	34
Yellow-throated Antwren 	Myrmotherula ambigua 		40 	7
Sclater's Antwren 	Myrmotherula sclateri 		61 	119
White-flanked Antwren 	Myrmotherula axillaris 		255 	198
Slaty Antwren 	Myrmotherula schisticolor 		60 	28
Rio Suno Antwren 	Myrmotherula sunensis 		13 	1
Salvadori's Antwren 	Myrmotherula minor 		24 	0
Long-winged Antwren 	Myrmotherula longipennis 		79 	69
Band-tailed Antwren 	Myrmotherula urosticta 		17 	0
Ihering's Antwren 	Myrmotherula iheringi 		30 	9
Rio de Janeiro Antwren 	Myrmotherula fluminensis 		0 	0
Yungas Antwren 	Myrmotherula grisea 		3 	2
Unicolored Antwren 	Myrmotherula unicolor 		68 	16
Alagoas Antwren 	Myrmotherula snowi 		17 	1
Plain-winged Antwren 	Myrmotherula behni 		12 	0
Grey Antwren 	Myrmotherula menetriesii 		125 	112
Leaden Antwren 	Myrmotherula assimilis 		27 	9
Streak-capped Antwren 	Terenura maculata 		81 	57
Orange-bellied Antwren 	Terenura sicki 		23 	3
Black-and-white Antbird 	Myrmochanes hemileucus 		32 	9
Narrow-billed Antwren 	Formicivora iheringi 		26 	9
Black-hooded Antwren 	Formicivora erythronotos 		40 	3
Southern White-fringed Antwren 	Formicivora grisea 		115 	74
Northern White-fringed Antwren 	Formicivora intermedia 		114 	16
Serra Antwren 	Formicivora serrana 		68 	7
Black-bellied Antwren 	Formicivora melanogaster 		61 	19
Rusty-backed Antwren 	Formicivora rufa 		123 	14
Marsh Antwren 	Stymphalornis acutirostris 		40 	0
Banded Antbird 	Dichrozona cincta 		75 	6
Star-throated Antwren 	Rhopias gularis 		125 	33
Dusky-throated Antshrike 	Thamnomanes ardesiacus 		114 	127
Saturnine Antshrike 	Thamnomanes saturninus 		53 	19
Cinereous Antshrike 	Thamnomanes caesius 		178 	174
Bluish-slate Antshrike 	Thamnomanes schistogynus 		68 	108
Pearly Antshrike 	Megastictus margaritatus 		49 	1
Bahia Antwren 	Herpsilochmus pileatus 		32 	9
Caatinga Antwren 	Herpsilochmus sellowi 		42 	10
Black-capped Antwren 	Herpsilochmus atricapillus 		104 	155
Creamy-bellied Antwren 	Herpsilochmus motacilloides 		13 	3
Ash-throated Antwren 	Herpsilochmus parkeri 		22 	1
Spot-tailed Antwren 	Herpsilochmus sticturus 		17 	7
Dugand's Antwren 	Herpsilochmus dugandi 		45 	39
Todd's Antwren 	Herpsilochmus stictocephalus 		29 	40
Spot-backed Antwren 	Herpsilochmus dorsimaculatus 		85 	26
Roraiman Antwren 	Herpsilochmus roraimae 		23 	0
Large-billed Antwren 	Herpsilochmus longirostris 		54 	30
Ancient Antwren 	Herpsilochmus gentryi 		22 	16
Yellow-breasted Antwren 	Herpsilochmus axillaris 		46 	10
Rufous-winged Antwren 	Herpsilochmus rufimarginatus 		243 	335
Spot-breasted Antvireo 	Dysithamnus stictothorax 		106 	150
Plain Antvireo 	Dysithamnus mentalis 		389 	330
Streak-crowned Antvireo 	Dysithamnus striaticeps 		13 	5
Spot-crowned Antvireo 	Dysithamnus puncticeps 		63 	33
Rufous-backed Antvireo 	Dysithamnus xanthopterus 		55 	19
Bicolored Antvireo 	Dysithamnus occidentalis 		49 	0
Plumbeous Antvireo 	Dysithamnus plumbeus 		20 	2
Collared Antshrike 	Thamnophilus bernardi 		73 	52
Black-backed Antshrike 	Thamnophilus melanonotus 		35 	0
Band-tailed Antshrike 	Thamnophilus melanothorax 		10 	1
Barred Antshrike 	Thamnophilus doliatus 		332 	407
Chapman's Antshrike 	Thamnophilus zarumae 		23 	4
Bar-crested Antshrike 	Thamnophilus multistriatus 		85 	49
Lined Antshrike 	Thamnophilus tenuepunctatus 		66 	38
Chestnut-backed Antshrike 	Thamnophilus palliatus 		105 	148
Black-hooded Antshrike 	Thamnophilus bridgesi 		55 	24
Black Antshrike 	Thamnophilus nigriceps 		34 	9
Cocha Antshrike 	Thamnophilus praecox 		35 	3
Blackish-grey Antshrike 	Thamnophilus nigrocinereus 		40 	12
Castelnau's Antshrike 	Thamnophilus cryptoleucus 		31 	7
White-shouldered Antshrike 	Thamnophilus aethiops 		165 	106
Uniform Antshrike 	Thamnophilus unicolor 		126 	31
Plain-winged Antshrike 	Thamnophilus schistaceus 		138 	423
Mouse-colored Antshrike 	Thamnophilus murinus 		147 	115
Upland Antshrike 	Thamnophilus aroyae 		9 	7
Black-crowned Antshrike 	Thamnophilus atrinucha 		190 	166
Northern Slaty Antshrike 	Thamnophilus punctatus 		131 	40
Natterer's Slaty Antshrike 	Thamnophilus stictocephalus 		61 	24
Bolivian Slaty Antshrike 	Thamnophilus sticturus 		19 	26
Planalto Slaty Antshrike 	Thamnophilus pelzelni 		86 	126
Sooretama Slaty Antshrike 	Thamnophilus ambiguus 		86 	50
Amazonian Antshrike 	Thamnophilus amazonicus 		119 	55
Streak-backed Antshrike 	Thamnophilus insignis 		16 	0
Variable Antshrike 	Thamnophilus caerulescens 		232 	204
Rufous-winged Antshrike 	Thamnophilus torquatus 		59 	11
Rufous-capped Antshrike 	Thamnophilus ruficapillus 		122 	22
Black-crested Antshrike 	Sakesphorus canadensis 		147 	48
Silvery-cheeked Antshrike 	Sakesphorus cristatus 		40 	34
Glossy Antshrike 	Sakesphorus luctuosus 		49 	38
White-bearded Antshrike 	Biatas nigropectus 		77 	25
Fasciated Antshrike 	Cymbilaimus lineatus 		183 	301
Bamboo Antshrike 	Cymbilaimus sanctaemariae 		46 	69
Great Antshrike 	Taraba major 		352 	286
Large-tailed Antshrike 	Mackenziaena leachii 		82 	17
Tufted Antshrike 	Mackenziaena severa 		164 	82
Black-throated Antshrike 	Frederickena viridis 		28 	8
Undulated Antshrike 	Frederickena unduliger 		11 	0
Spot-backed Antshrike 	Hypoedaleus guttatus 		140 	87
Giant Antshrike 	Batara cinerea 		175 	64
Speckled Antshrike 	Xenornis setifrons 		14 	1
White-plumed Antbird 	Pithys albifrons 		63 	13
White-masked Antbird 	Pithys castaneus 		16 	1
Ocellated Antbird 	Phaenostictus mcleannani 		57 	11
White-cheeked Antbird 	Gymnopithys leucaspis 		48 	19
Rufous-throated Antbird 	Gymnopithys rufigula 		46 	6
White-throated Antbird 	Oneillornis salvini 		40 	25
Lunulated Antbird 	Oneillornis lunulatus 		19 	1
Bare-eyed Antbird 	Rhegmatorhina gymnops 		30 	4
Harlequin Antbird 	Rhegmatorhina berlepschi 		13 	1
White-breasted Antbird 	Rhegmatorhina hoffmannsi 		18 	0
Chestnut-crested Antbird 	Rhegmatorhina cristata 		13 	0
Hairy-crested Antbird 	Rhegmatorhina melanosticta 		57 	8
Black-spotted Bare-eye 	Phlegopsis nigromaculata 		97 	46
Reddish-winged Bare-eye 	Phlegopsis erythroptera 		25 	2
Pale-faced Bare-eye 	Phlegopsis borbae 		8 	0
Common Scale-backed Antbird 	Willisornis poecilinotus 		133 	72
Xingu Scale-backed Antbird 	Willisornis vidua 		36 	4
Ferruginous Antbird 	Drymophila ferruginea 		143 	301
Bertoni's Antbird 	Drymophila rubricollis 		102 	35
Rufous-tailed Antbird 	Drymophila genei 		65 	14
Ochre-rumped Antbird 	Drymophila ochropyga 		128 	49
Dusky-tailed Antbird 	Drymophila malura 		135 	44
Scaled Antbird 	Drymophila squamata 		147 	80
Striated Antbird 	Drymophila devillei 		106 	113
East Andean Antbird 	Drymophila caudata 		11 	1
Guianan Warbling Antbird 	Hypocnemis cantator 		117 	47
Imeri Warbling Antbird 	Hypocnemis flavescens 		48 	7
Peruvian Warbling Antbird 	Hypocnemis peruviana 		145 	122
Yellow-breasted Warbling Antbird 	Hypocnemis subflava 		54 	179
Rondonia Warbling Antbird 	Hypocnemis ochrogyna 		29 	24
Yellow-browed Antbird 	Hypocnemis hypoxantha 		89 	30
Southern Chestnut-tailed Antbird 	Sciaphylax hemimelaena 		163 	300
Northern Chestnut-tailed Antbird 	Sciaphylax castanea 		56 	8
Willis's Antbird 	Cercomacroides laeta 		47 	30
Parker's Antbird 	Cercomacroides parkeri 		78 	23
Blackish Antbird 	Cercomacroides nigrescens 		155 	90
Dusky Antbird 	Cercomacroides tyrannina 		302 	219
Black Antbird 	Cercomacroides serva 		114 	76
Manu Antbird 	Cercomacra manu 		65 	48
Rio de Janeiro Antbird 	Cercomacra brasiliana 		23 	27
Grey Antbird 	Cercomacra cinerascens 		189 	630
Mato Grosso Antbird 	Cercomacra melanaria 		60 	22
Bananal Antbird 	Cercomacra ferdinandi 		25 	5
Jet Antbird 	Cercomacra nigricans 		97 	27
Rio Branco Antbird 	Cercomacra carbonaria 		25 	5
Ferruginous-backed Antbird 	Myrmoderus ferrugineus 		117 	23
Scalloped Antbird 	Myrmoderus ruficauda 		44 	4
White-bibbed Antbird 	Myrmoderus loricatus 		78 	26
Squamate Antbird 	Myrmoderus squamosus 		132 	29
Black-chinned Antbird 	Hypocnemoides melanopogon 		82 	19
Band-tailed Antbird 	Hypocnemoides maculicauda 		50 	16
Spotted Antbird 	Hylophylax naevioides 		85 	36
Spot-backed Antbird 	Hylophylax naevius 		194 	42
Dot-backed Antbird 	Hylophylax punctulatus 		76 	13
Silvered Antbird 	Sclateria naevia 		145 	55
Plumbeous Antbird 	Myrmelastes hyperythrus 		89 	114
Slate-colored Antbird 	Myrmelastes schistaceus 		37 	4
Spot-winged Antbird 	Myrmelastes leucostigma 		121 	5
Humaita Antbird 	Myrmelastes humaythae 		22 	7
Brownish-headed Antbird 	Myrmelastes brunneiceps 		8 	0
Roraiman Antbird 	Myrmelastes saturatus 		20 	0
Caura Antbird 	Myrmelastes caurensis 		5 	0
Chestnut-backed Antbird 	Poliocrania exsul 		242 	462
Grey-headed Antbird 	Ampelornis griseiceps 		20 	2
Stub-tailed Antbird 	Sipia berlepschi 		43 	25
Esmeraldas Antbird 	Sipia nigricauda 		57 	14
Magdalena Antbird 	Sipia palliata 		52 	4
Dull-mantled Antbird 	Sipia laemosticta 		32 	3
White-bellied Antbird 	Myrmeciza longipes 		120 	58
Black-tailed Antbird 	Myrmoborus melanurus 		24 	2
White-lined Antbird 	Myrmoborus lophotes 		58 	115
Black-faced Antbird 	Myrmoborus myotherinus 		307 	393
White-browed Antbird 	Myrmoborus leucophrys 		201 	254
Ash-breasted Antbird 	Myrmoborus lugubris 		39 	11
Bare-crowned Antbird 	Gymnocichla nudiceps 		35 	1
White-backed Fire-eye 	Pyriglena leuconota 		212 	97
Fringe-backed Fire-eye 	Pyriglena atra 		28 	0
White-shouldered Fire-eye 	Pyriglena leucoptera 		185 	248
Slender Antbird 	Rhopornis ardesiacus 		47 	1
Black-headed Antbird 	Percnostola rufifrons 		145 	67
White-shouldered Antbird 	Akletos melanoceps 		52 	79
Goeldi's Antbird 	Akletos goeldii 		79 	188
Sooty Antbird 	Hafferia fortis 		95 	50
Blue-lored Antbird 	Hafferia immaculata 		56 	18
Rufous-capped Antthrush 	Formicarius colma 		177 	65
Black-faced Antthrush 	Formicarius analis 		315 	691
Mayan Antthrush 	Formicarius moniliger 		42 	14
Rufous-fronted Antthrush 	Formicarius rufifrons 		27 	12
Black-headed Antthrush 	Formicarius nigricapillus 		59 	39
Rufous-breasted Antthrush 	Formicarius rufipectus 		85 	90
Short-tailed Antthrush 	Chamaeza campanisona 		274 	156
Striated Antthrush 	Chamaeza nobilis 		47 	6
Cryptic Antthrush 	Chamaeza meruloides 		64 	81
Rufous-tailed Antthrush 	Chamaeza ruficauda 		93 	50
Schwartz's Antthrush 	Chamaeza turdina 		65 	3
Barred Antthrush 	Chamaeza mollissima 		54 	7
Undulated Antpitta 	Grallaria squamigera 		91 	93
Giant Antpitta 	Grallaria gigantea 		18 	0
Great Antpitta 	Grallaria excelsa 		12 	0
Variegated Antpitta 	Grallaria varia 		103 	84
Moustached Antpitta 	Grallaria alleni 		49 	6
Scaled Antpitta 	Grallaria guatimalensis 		111 	91
Tachira Antpitta 	Grallaria chthonia 		0 	0
Plain-backed Antpitta 	Grallaria haplonota 		66 	39
Ochre-striped Antpitta 	Grallaria dignissima 		29 	12
Elusive Antpitta 	Grallaria eludens 		13 	0
Chestnut-crowned Antpitta 	Grallaria ruficapilla 		288 	357
Watkins's Antpitta 	Grallaria watkinsi 		49 	22
Santa Marta Antpitta 	Grallaria bangsi 		78 	10
Cundinamarca Antpitta 	Grallaria kaestneri 		65 	4
Stripe-headed Antpitta 	Grallaria andicolus 		31 	6
Grey-naped Antpitta 	Grallaria griseonucha 		19 	0
Bicolored Antpitta 	Grallaria rufocinerea 		50 	1
Jocotoco Antpitta 	Grallaria ridgelyi 		37 	2
Chestnut-naped Antpitta 	Grallaria nuchalis 		117 	34
Pale-billed Antpitta 	Grallaria carrikeri 		14 	0
White-throated Antpitta 	Grallaria albigula 		58 	14
Yellow-breasted Antpitta 	Grallaria flavotincta 		85 	23
White-bellied Antpitta 	Grallaria hypoleuca 		107 	27
Rusty-tinged Antpitta 	Grallaria przewalskii 		31 	5
Bay Antpitta 	Grallaria capitalis 		27 	2
Red-and-white Antpitta 	Grallaria erythroleuca 		30 	1
Rufous Antpitta 	Grallaria rufula 		312 	85
Chestnut Antpitta 	Grallaria blakei 		45 	0
Tawny Antpitta 	Grallaria quitensis 		154 	47
Brown-banded Antpitta 	Grallaria milleri 		48 	6
Urrao Antpitta 	Grallaria urraoensis 		17 	0
Rufous-faced Antpitta 	Grallaria erythrotis 		31 	51
Streak-chested Antpitta 	Hylopezus perspicillatus 		75 	63
Spotted Antpitta 	Hylopezus macularius 		37 	13
Masked Antpitta 	Hylopezus auricularis 		30 	4
Thicket Antpitta 	Hylopezus dives 		55 	18
White-lored Antpitta 	Hylopezus fulviventris 		31 	4
Amazonian Antpitta 	Hylopezus berlepschi 		64 	107
White-browed Antpitta 	Hylopezus ochroleucus 		38 	31
Speckle-breasted Antpitta 	Hylopezus nattereri 		100 	55
Thrush-like Antpitta 	Myrmothera campanisona 		175 	201
Tepui Antpitta 	Myrmothera simplex 		44 	2
Ochre-breasted Antpitta 	Grallaricula flavirostris 		44 	6
Scallop-breasted Antpitta 	Grallaricula loricata 		5 	0
Hooded Antpitta 	Grallaricula cucullata 		18 	1
Peruvian Antpitta 	Grallaricula peruviana 		13 	0
Ochre-fronted Antpitta 	Grallaricula ochraceifrons 		15 	2
Rusty-breasted Antpitta 	Grallaricula ferrugineipectus 		50 	5
Slaty-crowned Antpitta 	Grallaricula nana 		146 	52
Crescent-faced Antpitta 	Grallaricula lineifrons 		37 	1
Rufous Gnateater 	Conopophaga lineata 		143 	56
Chestnut-belted Gnateater 	Conopophaga aurita 		40 	2
Hooded Gnateater 	Conopophaga roberti 		13 	5
Ash-throated Gnateater 	Conopophaga peruviana 		14 	6
Slaty Gnateater 	Conopophaga ardesiaca 		10 	1
Chestnut-crowned Gnateater 	Conopophaga castaneiceps 		44 	5
Black-cheeked Gnateater 	Conopophaga melanops 		101 	18
Black-bellied Gnateater 	Conopophaga melanogaster 		29 	0
Black-crowned Antpitta 	Pittasoma michleri 		14 	0
Rufous-crowned Antpitta 	Pittasoma rufopileatum 		30 	2
Ocellated Tapaculo 	Acropternis orthonyx 		100 	22
Chestnut-throated Huet-huet 	Pteroptochos castaneus 		42 	0
Black-throated Huet-huet 	Pteroptochos tarnii 		42 	2
Moustached Turca 	Pteroptochos megapodius 		57 	13
White-throated Tapaculo 	Scelorchilus albicollis 		45 	4
Chucao Tapaculo 	Scelorchilus rubecula 		67 	9
Crested Gallito 	Rhinocrypta lanceolata 		38 	51
Rusty-belted Tapaculo 	Liosceles thoracicus 		106 	214
Spotted Bamboowren 	Psilorhamphus guttatus 		63 	23
Slaty Bristlefront 	Merulaxis ater 		95 	19
Stresemann's Bristlefront 	Merulaxis stresemanni 		24 	2
Ochre-flanked Tapaculo 	Eugralla paradoxa 		70 	1
Ash-colored Tapaculo 	Myornis senilis 		92 	8
White-breasted Tapaculo 	Eleoscytalopus indigoticus 		99 	39
Bahia Tapaculo 	Eleoscytalopus psychopompus 		11 	0
Marsh Tapaculo 	Scytalopus iraiensis 		27 	0
Mouse-colored Tapaculo 	Scytalopus speluncae 		117 	31
Brasilia Tapaculo 	Scytalopus novacapitalis 		27 	0
Bolivian White-crowned Tapaculo 	Scytalopus bolivianus 		25 	10
Northern White-crowned Tapaculo 	Scytalopus atratus 		172 	31
Santa Marta Tapaculo 	Scytalopus sanctaemartae 		33 	0
Rufous-vented Tapaculo 	Scytalopus femoralis 		63 	15
Long-tailed Tapaculo 	Scytalopus micropterus 		73 	18
Narino Tapaculo 	Scytalopus vicinior 		104 	17
El Oro Tapaculo 	Scytalopus robbinsi 		31 	0
Choco Tapaculo 	Scytalopus chocoensis 		67 	6
Tacarcuna Tapaculo 	Scytalopus panamensis 		9 	1
Silvery-fronted Tapaculo 	Scytalopus argentifrons 		48 	7
Caracas Tapaculo 	Scytalopus caracae 		12 	0
Merida Tapaculo 	Scytalopus meridanus 		81 	5
Brown-rumped Tapaculo 	Scytalopus latebricola 		45 	5
Spillmann's Tapaculo 	Scytalopus spillmanni 		169 	19
Chusquea Tapaculo 	Scytalopus parkeri 		73 	21
Trilling Tapaculo 	Scytalopus parvirostris 		54 	23
Tschudi's Tapaculo 	Scytalopus acutirostris 		57 	7
Unicolored Tapaculo 	Scytalopus unicolor 		64 	2
Pale-bellied Tapaculo 	Scytalopus griseicollis 		123 	25
Paramo Tapaculo 	Scytalopus opacus 		101 	2
Ancash Tapaculo 	Scytalopus affinis 		15 	0
Neblina Tapaculo 	Scytalopus altirostris 		21 	2
Vilcabamba Tapaculo 	Scytalopus urubambae 		13 	0
Diademed Tapaculo 	Scytalopus schulenbergi 		27 	11
Puna Tapaculo 	Scytalopus simonsi 		26 	7
Zimmer's Tapaculo 	Scytalopus zimmeri 		48 	9
White-browed Tapaculo 	Scytalopus superciliaris 		11 	1
Magellanic Tapaculo 	Scytalopus magellanicus 		54 	6
Blackish Tapaculo 	Scytalopus latrans 		451 	107
Large-footed Tapaculo 	Scytalopus macropus 		9 	1
Collared Crescentchest 	Melanopareia torquata 		46 	6
Olive-crowned Crescentchest 	Melanopareia maximiliani 		41 	8
Maranon Crescentchest 	Melanopareia maranonica 		38 	5
Elegant Crescentchest 	Melanopareia elegans 		53 	40
Grey-headed Piprites 	Piprites griseiceps 		9 	0
Wing-barred Piprites 	Piprites chloris 		193 	186
Black-capped Piprites 	Piprites pileata 		24 	3
Planalto Tyrannulet 	Phyllomyias fasciatus 		78 	112
Yungas Tyrannulet 	Phyllomyias weedeni 		13 	0
Rough-legged Tyrannulet 	Phyllomyias burmeisteri 		82 	10
Greenish Tyrannulet 	Phyllomyias virescens 		45 	9
Reiser's Tyrannulet 	Phyllomyias reiseri 		18 	0
Urich's Tyrannulet 	Phyllomyias urichi 		0 	0
Sclater's Tyrannulet 	Phyllomyias sclateri 		26 	7
Grey-capped Tyrannulet 	Phyllomyias griseocapilla 		34 	24
Sooty-headed Tyrannulet 	Phyllomyias griseiceps 		94 	38
Plumbeous-crowned Tyrannulet 	Phyllomyias plumbeiceps 		29 	9
Black-capped Tyrannulet 	Phyllomyias nigrocapillus 		40 	18
Ashy-headed Tyrannulet 	Phyllomyias cinereiceps 		44 	3
Tawny-rumped Tyrannulet 	Phyllomyias uropygialis 		31 	10
Yellow-crowned Tyrannulet 	Tyrannulus elatus 		84 	219
Forest Elaenia 	Myiopagis gaimardii 		120 	274
Grey Elaenia 	Myiopagis caniceps 		164 	57
Foothill Elaenia 	Myiopagis olallai 		48 	3
Pacific Elaenia 	Myiopagis subplacens 		41 	22
Yellow-crowned Elaenia 	Myiopagis flavivertex 		45 	10
Greenish Elaenia 	Myiopagis viridicata 		184 	53
Yellow-bellied Elaenia 	Elaenia flavogaster 		225 	351
Caribbean Elaenia 	Elaenia martinica 		42 	15
Large Elaenia 	Elaenia spectabilis 		105 	37
Noronha Elaenia 	Elaenia ridleyana 		16 	1
White-crested Elaenia 	Elaenia albiceps 		77 	39
Small-billed Elaenia 	Elaenia parvirostris 		111 	38
Olivaceous Elaenia 	Elaenia mesoleuca 		79 	20
Slaty Elaenia 	Elaenia strepera 		20 	0
Mottle-backed Elaenia 	Elaenia gigas 		18 	7
Brownish Elaenia 	Elaenia pelzelni 		11 	5
Plain-crested Elaenia 	Elaenia cristata 		59 	17
Lesser Elaenia 	Elaenia chiriquensis 		98 	20
Rufous-crowned Elaenia 	Elaenia ruficeps 		20 	1
Mountain Elaenia 	Elaenia frantzii 		157 	83
Highland Elaenia 	Elaenia obscura 		90 	22
Great Elaenia 	Elaenia dayi 		4 	0
Sierran Elaenia 	Elaenia pallatangae 		56 	27
Greater Antillean Elaenia 	Elaenia fallax 		3 	0
Yellow-bellied Tyrannulet 	Ornithion semiflavum 		24 	3
Brown-capped Tyrannulet 	Ornithion brunneicapillus 		53 	52
White-lored Tyrannulet 	Ornithion inerme 		144 	55
Northern Beardless Tyrannulet 	Camptostoma imberbe 		108 	77
Southern Beardless Tyrannulet 	Camptostoma obsoletum 		347 	323
Suiriri Flycatcher 	Suiriri suiriri 		91 	33
Chapada Flycatcher 	Suiriri affinis 		21 	3
White-throated Tyrannulet 	Mecocerculus leucophrys 		161 	82
White-tailed Tyrannulet 	Mecocerculus poecilocercus 		44 	20
Buff-banded Tyrannulet 	Mecocerculus hellmayri 		27 	5
Rufous-winged Tyrannulet 	Mecocerculus calopterus 		6 	1
Sulphur-bellied Tyrannulet 	Mecocerculus minor 		25 	2
White-banded Tyrannulet 	Mecocerculus stictopterus 		83 	46
Black-crested Tit-Tyrant 	Anairetes nigrocristatus 		25 	0
Pied-crested Tit-Tyrant 	Anairetes reguloides 		16 	1
Ash-breasted Tit-Tyrant 	Anairetes alpinus 		12 	0
Yellow-billed Tit-Tyrant 	Anairetes flavirostris 		36 	7
Tufted Tit-Tyrant 	Anairetes parulus 		79 	7
Juan Fernandez Tit-Tyrant 	Anairetes fernandezianus 		9 	0
Agile Tit-Tyrant 	Uromyias agilis 		40 	4
Unstreaked Tit-Tyrant 	Uromyias agraphia 		25 	1
Torrent Tyrannulet 	Serpophaga cinerea 		14 	2
River Tyrannulet 	Serpophaga hypoleuca 		17 	3
Sooty Tyrannulet 	Serpophaga nigricans 		30 	0
White-crested Tyrannulet 	Serpophaga subcristata 		90 	10
White-bellied Tyrannulet 	Serpophaga munda 		28 	10
Mouse-colored Tyrannulet 	Phaeomyias murina 		191 	99
Yellow Tyrannulet 	Capsiempis flaveola 		197 	106
Bearded Tachuri 	Polystictus pectoralis 		19 	0
Grey-backed Tachuri 	Polystictus superciliaris 		15 	1
Dinelli's Doradito 	Pseudocolopteryx dinelliana 		18 	0
Crested Doradito 	Pseudocolopteryx sclateri 		10 	0
Subtropical Doradito 	Pseudocolopteryx acutipennis 		6 	0
Warbling Doradito 	Pseudocolopteryx flaviventris 		21 	0
Bronze-olive Pygmy Tyrant 	Pseudotriccus pelzelni 		45 	1
Hazel-fronted Pygmy Tyrant 	Pseudotriccus simplex 		13 	2
Rufous-headed Pygmy Tyrant 	Pseudotriccus ruficeps 		67 	10
Ringed Antpipit 	Corythopis torquatus 		99 	75
Southern Antpipit 	Corythopis delalandi 		109 	34
Tawny-crowned Pygmy Tyrant 	Euscarthmus meloryphus 		200 	82
