Common name 	Scientific name 	Status 	No. 	No. Back
Violet Cuckoo 	Chrysococcyx xanthorhynchus 		33 	3
Diederik Cuckoo 	Chrysococcyx caprius 		83 	60
Klaas's Cuckoo 	Chrysococcyx klaas 		66 	50
Long-billed Cuckoo 	Chrysococcyx megarhynchus 		4 	0
Horsfield's Bronze Cuckoo 	Chrysococcyx basalis 		23 	16
Black-eared Cuckoo 	Chrysococcyx osculans 		10 	6
Rufous-throated Bronze Cuckoo 	Chrysococcyx ruficollis 		5 	0
Shining Bronze Cuckoo 	Chrysococcyx lucidus 		26 	9
White-eared Bronze Cuckoo 	Chrysococcyx meyerii 		6 	0
Little Bronze Cuckoo 	Chrysococcyx minutillus 		59 	9
Pallid Cuckoo 	Cacomantis pallidus 		20 	9
White-crowned Cuckoo 	Cacomantis leucolophus 		23 	0
Chestnut-breasted Cuckoo 	Cacomantis castaneiventris 		26 	4
Fan-tailed Cuckoo 	Cacomantis flabelliformis 		58 	26
Banded Bay Cuckoo 	Cacomantis sonneratii 		89 	4
Plaintive Cuckoo 	Cacomantis merulinus 		132 	45
Grey-bellied Cuckoo 	Cacomantis passerinus 		31 	1
Brush Cuckoo 	Cacomantis variolosus 		102 	41
Rusty-breasted Cuckoo 	Cacomantis sepulcralis 		105 	20
Moluccan Cuckoo 	Cacomantis aeruginosus 		13 	2
Philippine Drongo-Cuckoo 	Surniculus velutinus 		12 	1
Square-tailed Drongo-Cuckoo 	Surniculus lugubris 		100 	22
Fork-tailed Drongo-Cuckoo 	Surniculus dicruroides 		41 	4
Moluccan Drongo-Cuckoo 	Surniculus musschenbroeki 		14 	2
Moustached Hawk-Cuckoo 	Hierococcyx vagans 		29 	1
Large Hawk-Cuckoo 	Hierococcyx sparverioides 		79 	125
Dark Hawk-Cuckoo 	Hierococcyx bocki 		35 	2
Common Hawk-Cuckoo 	Hierococcyx varius 		88 	23
Rufous Hawk-Cuckoo 	Hierococcyx hyperythrus 		28 	1
Philippine Hawk-Cuckoo 	Hierococcyx pectoralis 		24 	3
Malaysian Hawk-Cuckoo 	Hierococcyx fugax 		21 	1
Hodgson's Hawk-Cuckoo 	Hierococcyx nisicolor 		21 	2
Lesser Cuckoo 	Cuculus poliocephalus 		78 	29
Sulawesi Cuckoo 	Cuculus crassirostris 		6 	0
Indian Cuckoo 	Cuculus micropterus 		122 	75
Himalayan Cuckoo 	Cuculus saturatus 		42 	17
Oriental Cuckoo 	Cuculus optatus 		120 	59
Sunda Cuckoo 	Cuculus lepidus 		53 	10
Common Cuckoo 	Cuculus canorus 		1038 	1937
Greater Sooty Owl 	Tyto tenebricosa 		29 	1
Minahassa Masked Owl 	Tyto inexspectata 		4 	0
Taliabu Masked Owl 	Tyto nigrobrunnea 		2 	0
Moluccan Masked Owl 	Tyto sororcula 		6 	0
Australian Masked Owl 	Tyto novaehollandiae 		13 	1
Sulawesi Masked Owl 	Tyto rosenbergii 		15 	0
Western Barn Owl 	Tyto alba 		378 	57
Andaman Masked Owl 	Tyto deroepstorffi 		2 	0
Eastern Grass Owl 	Tyto longimembris 		1 	0
Oriental Bay Owl 	Phodilus badius 		52 	3
Sri Lanka Bay Owl 	Phodilus assimilis 		10 	0
Giant Scops Owl 	Otus gurneyi 		14 	0
White-fronted Scops Owl 	Otus sagittatus 		17 	4
Reddish Scops Owl 	Otus rufescens 		31 	6
Serendib Scops Owl 	Otus thilohoffmanni 		5 	1
Andaman Scops Owl 	Otus balli 		9 	0
Flores Scops Owl 	Otus alfredi 		23 	0
Mountain Scops Owl 	Otus spilocephalus 		90 	11
Rajah Scops Owl 	Otus brookii 		2 	0
Javan Scops Owl 	Otus angelinae 		10 	0
Mentawai Scops Owl 	Otus mentawi 		5 	0
Indian Scops Owl 	Otus bakkamoena 		39 	1
Collared Scops Owl 	Otus lettia 		68 	9
Japanese Scops Owl 	Otus semitorques 		73 	1
Sunda Scops Owl 	Otus lempiji 		45 	6
Palawan Scops Owl 	Otus fuliginosus 		7 	0
Philippine Scops Owl 	Otus megalotis 		2 	0
Everett's Scops Owl 	Otus everetti 		5 	0
Negros Scops Owl 	Otus nigrorum 		7 	0
Wallace's Scops Owl 	Otus silvicola 		11 	0
Mindanao Scops Owl 	Otus mirus 		4 	0
Luzon Scops Owl 	Otus longicornis 		3 	0
Mindoro Scops Owl 	Otus mindorensis 		1 	0
Pallid Scops Owl 	Otus brucei 		12 	2
Eurasian Scops Owl 	Otus scops 		357 	49
Oriental Scops Owl 	Otus sunia 		62 	9
Moluccan Scops Owl 	Otus magicus 		58 	3
Sula Scops Owl 	Otus sulaensis 		0 	0
Siau Scops Owl 	Otus siaoensis 		0 	0
Mantanani Scops Owl 	Otus mantananensis 		20 	1
Ryukyu Scops Owl 	Otus elegans 		79 	7
Sulawesi Scops Owl 	Otus manadensis 		32 	5
Sangihe Scops Owl 	Otus collari 		3 	0
Biak Scops Owl 	Otus beccarii 		5 	0
Simeulue Scops Owl 	Otus umbra 		18 	0
Enggano Scops Owl 	Otus enganensis 		1 	0
Nicobar Scops Owl 	Otus alius 		2 	0
Snowy Owl 	Bubo scandiacus 		21 	0
Eurasian Eagle-Owl 	Bubo bubo 		339 	49
Indian Eagle-Owl 	Bubo bengalensis 		3 	0
Pharaoh Eagle-Owl 	Bubo ascalaphus 		11 	0
Spot-bellied Eagle-Owl 	Bubo nipalensis 		25 	0
Barred Eagle-Owl 	Bubo sumatranus 		22 	2
Dusky Eagle-Owl 	Bubo coromandus 		7 	0
Philippine Eagle-Owl 	Bubo philippensis 		2 	0
Blakiston's Fish Owl 	Bubo blakistoni 		12 	0
Brown Fish Owl 	Ketupa zeylonensis 		13 	3
Tawny Fish Owl 	Ketupa flavipes 		7 	0
Buffy Fish Owl 	Ketupa ketupu 		13 	1
Spotted Wood Owl 	Strix seloputo 		17 	3
Mottled Wood Owl 	Strix ocellata 		34 	0
Brown Wood Owl 	Strix leptogrammica 		62 	9
Tawny Owl 	Strix aluco 		1376 	471
Himalayan Owl 	Strix nivicolum 		16 	2
Omani Owl 	Strix butleri 		0 	0
Ural Owl 	Strix uralensis 		183 	11
Pere David's Owl 	Strix davidi 		4 	0
Great Grey Owl 	Strix nebulosa 		53 	3
Northern Hawk-Owl 	Surnia ulula 		50 	1
Eurasian Pygmy Owl 	Glaucidium passerinum 		347 	33
Collared Owlet 	Glaucidium brodiei 		98 	43
Asian Barred Owlet 	Glaucidium cuculoides 		104 	9
Javan Owlet 	Glaucidium castanopterum 		20 	1
Jungle Owlet 	Glaucidium radiatum 		58 	7
Chestnut-backed Owlet 	Glaucidium castanotum 		25 	0
Little Owl 	Athene noctua 		759 	161
Spotted Owlet 	Athene brama 		30 	1
Forest Owlet 	Athene blewitti 		15 	0
Boreal Owl 	Aegolius funereus 		308 	29
Rufous Owl 	Ninox rufa 		6 	0
Togian Boobook 	Ninox burhani 		9 	0
Barking Owl 	Ninox connivens 		28 	3
Sumba Boobook 	Ninox rudolfi 		10 	0
Australian Boobook 	Ninox boobook 		62 	21
Morepork 	Ninox novaeseelandiae 		34 	3
Brown Hawk-Owl 	Ninox scutulata 		119 	11
Northern Boobook 	Ninox japonica 		50 	3
Chocolate Boobook 	Ninox randi 		6 	1
Hume's Hawk-Owl 	Ninox obscura 		12 	0
Andaman Hawk-Owl 	Ninox affinis 		9 	0
Luzon Hawk-Owl 	Ninox philippensis 		49 	4
Ochre-bellied Boobook 	Ninox ochracea 		15 	2
Cinnabar Boobook 	Ninox ios 		21 	0
Seram Boobook 	Ninox squamipila 		3 	0
Halmahera Boobook 	Ninox hypogramma 		12 	5
Tanimbar Boobook 	Ninox forbesi 		8 	0
Christmas Boobook 	Ninox natalis 		3 	0
Papuan Boobook 	Ninox theomacha 		24 	0
Speckled Boobook 	Ninox punctulata 		9 	0
Little Sumba Hawk-Owl 	Ninox sumbaensis 		19 	0
Papuan Hawk-Owl 	Uroglaux dimorpha 		8 	1
Long-eared Owl 	Asio otus 		629 	34
Short-eared Owl 	Asio flammeus 		104 	2
Marbled Frogmouth 	Podargus ocellatus 		17 	2
Papuan Frogmouth 	Podargus papuensis 		20 	1
Large Frogmouth 	Batrachostomus auritus 		27 	0
Dulit Frogmouth 	Batrachostomus harterti 		5 	0
Philippine Frogmouth 	Batrachostomus septimus 		24 	0
Gould's Frogmouth 	Batrachostomus stellatus 		24 	1
Sri Lanka Frogmouth 	Batrachostomus moniliger 		20 	0
Hodgson's Frogmouth 	Batrachostomus hodgsoni 		13 	0
Short-tailed Frogmouth 	Batrachostomus poliolophus 		6 	0
Bornean Frogmouth 	Batrachostomus mixtus 		9 	0
Javan Frogmouth 	Batrachostomus javensis 		13 	0
Blyth's Frogmouth 	Batrachostomus affinis 		27 	2
Palawan Frogmouth 	Batrachostomus chaseni 		6 	0
Sunda Frogmouth 	Batrachostomus cornutus 		26 	0
Spotted Nightjar 	Eurostopodus argus 		4 	2
White-throated Nightjar 	Eurostopodus mystacalis 		6 	1
Satanic Nightjar 	Eurostopodus diabolicus 		4 	0
Papuan Nightjar 	Eurostopodus papuensis 		5 	0
Archbold's Nightjar 	Eurostopodus archboldi 		0 	0
Malaysian Eared Nightjar 	Lyncornis temminckii 		8 	1
Great Eared Nightjar 	Lyncornis macrotis 		59 	14
Jungle Nightjar 	Caprimulgus indicus 		16 	3
Grey Nightjar 	Caprimulgus jotaka 		52 	10
European Nightjar 	Caprimulgus europaeus 		644 	52
Egyptian Nightjar 	Caprimulgus aegyptius 		8 	0
Sykes's Nightjar 	Caprimulgus mahrattensis 		2 	0
Vaurie's Nightjar 	Caprimulgus centralasicus 		0 	0
Nubian Nightjar 	Caprimulgus nubicus 		8 	0
Jerdon's Nightjar 	Caprimulgus atripennis 		39 	7
Large-tailed Nightjar 	Caprimulgus macrurus 		151 	35
Mees's Nightjar 	Caprimulgus meesi 		12 	1
Andaman Nightjar 	Caprimulgus andamanicus 		7 	0
Philippine Nightjar 	Caprimulgus manillensis 		19 	0
Sulawesi Nightjar 	Caprimulgus celebensis 		8 	0
Indian Nightjar 	Caprimulgus asiaticus 		38 	4
Savanna Nightjar 	Caprimulgus affinis 		70 	9
Bonaparte's Nightjar 	Caprimulgus concretus 		6 	2
Salvadori's Nightjar 	Caprimulgus pulchellus 		9 	0
Feline Owlet-nightjar 	Aegotheles insignis 		10 	0
Moluccan Owlet-nightjar 	Aegotheles crinifrons 		26 	0
Wallace's Owlet-nightjar 	Aegotheles wallacii 		12 	0
Mountain Owlet-nightjar 	Aegotheles albertisi 		6 	0
Barred Owlet-nightjar 	Aegotheles bennettii 		2 	0
Vogelkop Owlet-nightjar 	Aegotheles affinis 		0 	0
Australian Owlet-nightjar 	Aegotheles cristatus 		41 	14
Crested Treeswift 	Hemiprocne coronata 		29 	4
Grey-rumped Treeswift 	Hemiprocne longipennis 		28 	0
Whiskered Treeswift 	Hemiprocne comata 		15 	1
Moustached Treeswift 	Hemiprocne mystacea 		13 	1
Giant Swiftlet 	Hydrochous gigas 		0 	0
Glossy Swiftlet 	Collocalia esculenta 		4 	0
Bornean Swiftlet 	Collocalia dodgei 		14 	0
Cave Swiftlet 	Collocalia linchi 		1 	1
Pygmy Swiftlet 	Collocalia troglodytes 		3 	0
Indian Swiftlet 	Aerodramus unicolor 		8 	0
Philippine Swiftlet 	Aerodramus mearnsi 		5 	0
Halmahera Swiftlet 	Aerodramus infuscatus 		1 	0
Sulawesi Swiftlet 	Aerodramus sororum 		1 	0
Seram Swiftlet 	Aerodramus ceramensis 		2 	0
Mountain Swiftlet 	Aerodramus hirundinaceus 		4 	0
Himalayan Swiftlet 	Aerodramus brevirostris 		2 	0
Volcano Swiftlet 	Aerodramus vulcanorum 		0 	0
Whitehead's Swiftlet 	Aerodramus whiteheadi 		0 	0
Bare-legged Swiftlet 	Aerodramus nuditarsus 		0 	0
Mossy-nest Swiftlet 	Aerodramus salangana 		1 	0
Uniform Swiftlet 	Aerodramus vanikorensis 		10 	0
Black-nest Swiftlet 	Aerodramus maximus 		2 	0
Edible-nest Swiftlet 	Aerodramus fuciphagus 		8 	1
Germain's Swiftlet 	Aerodramus germani 		13 	0
Three-toed Swiftlet 	Aerodramus papuensis 		0 	0
Philippine Spine-tailed Swift 	Mearnsia picina 		0 	0
Papuan Spine-tailed Swift 	Mearnsia novaeguineae 		3 	0
White-rumped Spinetail 	Zoonavena sylvatica 		1 	0
Silver-rumped Spinetail 	Rhaphidura leucopygialis 		10 	0
White-throated Needletail 	Hirundapus caudacutus 		8 	0
Silver-backed Needletail 	Hirundapus cochinchinensis 		0 	0
Brown-backed Needletail 	Hirundapus giganteus 		1 	0
Purple Needletail 	Hirundapus celebensis 		0 	0
African Palm Swift 	Cypsiurus parvus 		36 	7
Asian Palm Swift 	Cypsiurus balasiensis 		17 	4
Alpine Swift 	Tachymarptis melba 		85 	9
Common Swift 	Apus apus 		376 	217
Pallid Swift 	Apus pallidus 		159 	47
Pacific Swift 	Apus pacificus 		30 	6
Blyth's Swift 	Apus leuconyx 		1 	0
Cook's Swift 	Apus cooki 		4 	0
Dark-rumped Swift 	Apus acuticauda 		1 	0
Little Swift 	Apus affinis 		86 	39
House Swift 	Apus nipalensis 		39 	2
White-rumped Swift 	Apus caffer 		59 	1
Javan Trogon 	Apalharpactes reinwardtii 		11 	0
Sumatran Trogon 	Apalharpactes mackloti 		5 	1
Malabar Trogon 	Harpactes fasciatus 		17 	0
Red-naped Trogon 	Harpactes kasumba 		56 	7
Diard's Trogon 	Harpactes diardii 		48 	9
Philippine Trogon 	Harpactes ardens 		16 	0
Whitehead's Trogon 	Harpactes whiteheadi 		12 	1
Cinnamon-rumped Trogon 	Harpactes orrhophaeus 		19 	2
Scarlet-rumped Trogon 	Harpactes duvaucelii 		39 	10
Orange-breasted Trogon 	Harpactes oreskios 		69 	10
Red-headed Trogon 	Harpactes erythrocephalus 		50 	5
Ward's Trogon 	Harpactes wardi 		14 	2
Purple Roller 	Coracias naevius 		5 	1
Indian Roller 	Coracias benghalensis 		39 	2
Purple-winged Roller 	Coracias temminckii 		10 	0
Lilac-breasted Roller 	Coracias caudatus 		33 	6
Abyssinian Roller 	Coracias abyssinicus 		28 	6
European Roller 	Coracias garrulus 		73 	11
Broad-billed Roller 	Eurystomus glaucurus 		61 	19
Oriental Dollarbird 	Eurystomus orientalis 		75 	11
Azure Dollarbird 	Eurystomus azureus 		7 	0
Green-backed Kingfisher 	Actenoides monachus 		23 	7
Scaly-breasted Kingfisher 	Actenoides princeps 		8 	0
Spotted Wood Kingfisher 	Actenoides lindsayi 		30 	0
Hombron's Kingfisher 	Actenoides hombroni 		21 	0
Rufous-collared Kingfisher 	Actenoides concretus 		44 	3
Hook-billed Kingfisher 	Melidora macrorrhina 		38 	4
Banded Kingfisher 	Lacedo pulchella 		47 	2
Common Paradise Kingfisher 	Tanysiptera galatea 		65 	20
Kofiau Paradise Kingfisher 	Tanysiptera ellioti 		0 	0
Biak Paradise Kingfisher 	Tanysiptera riedelii 		12 	0
Numfor Paradise Kingfisher 	Tanysiptera carolinae 		6 	0
Little Paradise Kingfisher 	Tanysiptera hydrocharis 		6 	0
Red-breasted Paradise Kingfisher 	Tanysiptera nympha 		7 	0
Brown-headed Paradise Kingfisher 	Tanysiptera danae 		13 	0
Lilac Kingfisher 	Cittura cyanotis 		7 	5
Shovel-billed Kookaburra 	Clytoceyx rex 		12 	1
Blue-winged Kookaburra 	Dacelo leachii 		38 	18
Spangled Kookaburra 	Dacelo tyro 		1 	0
Rufous-bellied Kookaburra 	Dacelo gaudichaud 		24 	9
Glittering Kingfisher 	Caridonax fulgidus 		14 	0
Stork-billed Kingfisher 	Pelargopsis capensis 		112 	13
Great-billed Kingfisher 	Pelargopsis melanorhyncha 		4 	0
Brown-winged Kingfisher 	Pelargopsis amauroptera 		11 	0
Ruddy Kingfisher 	Halcyon coromanda 		114 	8
White-throated Kingfisher 	Halcyon smyrnensis 		164 	51
Javan Kingfisher 	Halcyon cyanoventris 		8 	0
Black-capped Kingfisher 	Halcyon pileata 		12 	0
Grey-headed Kingfisher 	Halcyon leucocephala 		38 	10
Blue-black Kingfisher 	Todiramphus nigrocyaneus 		22 	6
Winchell's Kingfisher 	Todiramphus winchelli 		16 	1
Blue-and-white Kingfisher 	Todiramphus diops 		4 	1
Lazuli Kingfisher 	Todiramphus lazuli 		3 	0
Forest Kingfisher 	Todiramphus macleayii 		17 	6
Sombre Kingfisher 	Todiramphus funebris 		20 	4
Collared Kingfisher 	Todiramphus chloris 		88 	39
Talaud Kingfisher 	Todiramphus enigma 		2 	0
Beach Kingfisher 	Todiramphus saurophagus 		13 	0
Sacred Kingfisher 	Todiramphus sanctus 		45 	43
Cinnamon-banded Kingfisher 	Todiramphus australasia 		34 	1
Yellow-billed Kingfisher 	Syma torotoro 		47 	9
Mountain Kingfisher 	Syma megarhyncha 		3 	1
Malachite Kingfisher 	Corythornis cristatus 		24 	0
Cerulean Kingfisher 	Alcedo coerulescens 		13 	1
Blue-banded Kingfisher 	Alcedo euryzona 		2 	0
Blue-eared Kingfisher 	Alcedo meninting 		20 	1
Common Kingfisher 	Alcedo atthis 		470 	361
Blyth's Kingfisher 	Alcedo hercules 		1 	0
Oriental Dwarf Kingfisher 	Ceyx erithaca 		36 	1
Philippine Dwarf Kingfisher 	Ceyx melanurus 		6 	0
Sulawesi Dwarf Kingfisher 	Ceyx fallax 		5 	0
Moluccan Dwarf Kingfisher 	Ceyx lepidus 		3 	1
Indigo-banded Kingfisher 	Ceyx cyanopectus 		1 	0
Southern Silvery Kingfisher 	Ceyx argentatus 		1 	0
Azure Kingfisher 	Ceyx azureus 		10 	0
Little Kingfisher 	Ceyx pusillus 		3 	0
Crested Kingfisher 	Megaceryle lugubris 		14 	2
Pied Kingfisher 	Ceryle rudis 		110 	18
Red-bearded Bee-eater 	Nyctyornis amictus 		52 	6
Blue-bearded Bee-eater 	Nyctyornis athertoni 		28 	5
Purple-bearded Bee-eater 	Meropogon forsteni 		6 	0
White-throated Bee-eater 	Merops albicollis 		23 	9
Green Bee-eater 	Merops orientalis 		65 	13
Blue-cheeked Bee-eater 	Merops persicus 		75 	31
Blue-tailed Bee-eater 	Merops philippinus 		50 	8
Rainbow Bee-eater 	Merops ornatus 		36 	46
Blue-throated Bee-eater 	Merops viridis 		24 	2
Chestnut-headed Bee-eater 	Merops leschenaulti 		28 	2
European Bee-eater 	Merops apiaster 		351 	643
Eurasian Hoopoe 	Upupa epops 		376 	402
African Grey Hornbill 	Lophoceros nasutus 		80 	58
White-crowned Hornbill 	Berenicornis comatus 		33 	1
Rhinoceros Hornbill 	Buceros rhinoceros 		60 	23
Great Hornbill 	Buceros bicornis 		44 	9
Helmeted Hornbill 	Rhinoplax vigil 		57 	9
Palawan Hornbill 	Anthracoceros marchei 		1 	0
Oriental Pied Hornbill 	Anthracoceros albirostris 		77 	13
Malabar Pied Hornbill 	Anthracoceros coronatus 		16 	0
Sulu Hornbill 	Anthracoceros montani 		2 	1
Black Hornbill 	Anthracoceros malayanus 		41 	12
Malabar Grey Hornbill 	Ocyceros griseus 		42 	3
Sri Lanka Grey Hornbill 	Ocyceros gingalensis 		12 	1
Indian Grey Hornbill 	Ocyceros birostris 		31 	2
Tickell's Brown Hornbill 	Anorrhinus tickelli 		13 	1
Austen's Brown Hornbill 	Anorrhinus austeni 		8 	0
Bushy-crested Hornbill 	Anorrhinus galeritus 		28 	4
Rufous-necked Hornbill 	Aceros nipalensis 		15 	1
Blyth's Hornbill 	Rhyticeros plicatus 		55 	34
Narcondam Hornbill 	Rhyticeros narcondami 		0 	0
Wreathed Hornbill 	Rhyticeros undulatus 		13 	4
Sumba Hornbill 	Rhyticeros everetti 		1 	0
Plain-pouched Hornbill 	Rhyticeros subruficollis 		3 	0
Knobbed Hornbill 	Rhyticeros cassidix 		16 	5
Walden's Hornbill 	Rhabdotorrhinus waldeni 		6 	0
Writhed Hornbill 	Rhabdotorrhinus leucocephalus 		3 	0
Sulawesi Hornbill 	Rhabdotorrhinus exarhatus 		18 	3
Wrinkled Hornbill 	Rhabdotorrhinus corrugatus 		13 	0
Luzon Hornbill 	Penelopides manillae 		5 	1
Mindoro Hornbill 	Penelopides mindorensis 		1 	1
Mindanao Hornbill 	Penelopides affinis 		20 	0
Samar Hornbill 	Penelopides samarensis 		6 	1
Visayan Hornbill 	Penelopides panini 		4 	0
Fire-tufted Barbet 	Psilopogon pyrolophus 		36 	5
Great Barbet 	Psilopogon virens 		128 	119
Red-vented Barbet 	Psilopogon lagrandieri 		21 	0
Brown-headed Barbet 	Psilopogon zeylanicus 		51 	26
Lineated Barbet 	Psilopogon lineatus 		89 	47
White-cheeked Barbet 	Psilopogon viridis 		76 	83
Green-eared Barbet 	Psilopogon faiostrictus 		41 	16
Brown-throated Barbet 	Psilopogon corvinus 		15 	0
Golden-whiskered Barbet 	Psilopogon chrysopogon 		71 	25
Red-crowned Barbet 	Psilopogon rafflesii 		30 	16
Red-throated Barbet 	Psilopogon mystacophanos 		60 	57
Black-banded Barbet 	Psilopogon javensis 		9 	2
Yellow-fronted Barbet 	Psilopogon flavifrons 		23 	8
Golden-throated Barbet 	Psilopogon franklinii 		44 	70
Black-browed Barbet 	Psilopogon oorti 		49 	34
Indochinese Barbet 	Psilopogon annamensis 		15 	3
Chinese Barbet 	Psilopogon faber 		20 	11
Taiwan Barbet 	Psilopogon nuchalis 		24 	75
Blue-throated Barbet 	Psilopogon asiaticus 		88 	80
Mountain Barbet 	Psilopogon monticola 		13 	2
Moustached Barbet 	Psilopogon incognitus 		24 	11
Yellow-crowned Barbet 	Psilopogon henricii 		29 	20
Flame-fronted Barbet 	Psilopogon armillaris 		43 	36
Golden-naped Barbet 	Psilopogon pulcherrimus 		42 	26
Yellow-eared Barbet 	Psilopogon australis 		19 	2
Bornean Barbet 	Psilopogon eximius 		18 	2
Crimson-fronted Barbet 	Psilopogon rubricapillus 		10 	4
Malabar Barbet 	Psilopogon malabaricus 		21 	1
Coppersmith Barbet 	Psilopogon haemacephalus 		132 	61
Brown Barbet 	Caloramphus fuliginosus 		12 	0
Yellow-rumped Honeyguide 	Indicator xanthonotus 		3 	0
Malaysian Honeyguide 	Indicator archipelagicus 		17 	0
Eurasian Wryneck 	Jynx torquilla 		351 	224
Speckled Piculet 	Picumnus innominatus 		23 	3
Rufous Piculet 	Sasia abnormis 		18 	1
White-browed Piculet 	Sasia ochracea 		20 	3
Grey-and-buff Woodpecker 	Hemicircus concretus 		19 	0
Heart-spotted Woodpecker 	Hemicircus canente 		33 	1
Sulawesi Pygmy Woodpecker 	Yungipicus temminckii 		6 	0
Grey-capped Pygmy Woodpecker 	Yungipicus canicapillus 		44 	7
Sulu Pygmy Woodpecker 	Yungipicus ramsayi 		1 	0
Japanese Pygmy Woodpecker 	Yungipicus kizuki 		58 	182
Eurasian Three-toed Woodpecker 	Picoides tridactylus 		228 	36
Brown-fronted Woodpecker 	Dendrocoptes auriceps 		11 	1
Middle Spotted Woodpecker 	Dendrocoptes medius 		342 	90
Lesser Spotted Woodpecker 	Dryobates minor 		498 	332
Rufous-bellied Woodpecker 	Dendrocopos hyperythrus 		21 	0
Fulvous-breasted Woodpecker 	Dendrocopos macei 		9 	0
Freckle-breasted Woodpecker 	Dendrocopos analis 		26 	0
Stripe-breasted Woodpecker 	Dendrocopos atratus 		7 	1
Darjeeling Woodpecker 	Dendrocopos darjellensis 		21 	0
Himalayan Woodpecker 	Dendrocopos himalayensis 		17 	0
Sind Woodpecker 	Dendrocopos assimilis 		12 	0
Syrian Woodpecker 	Dendrocopos syriacus 		83 	18
White-winged Woodpecker 	Dendrocopos leucopterus 		20 	4
Great Spotted Woodpecker 	Dendrocopos major 		1487 	2335
Okinawa Woodpecker 	Dendrocopos noguchii 		29 	2
White-backed Woodpecker 	Dendrocopos leucotos 		278 	39
White-bellied Woodpecker 	Dryocopus javensis 		113 	1
Andaman Woodpecker 	Dryocopus hodgei 		16 	0
Black Woodpecker 	Dryocopus martius 		875 	306
Banded Woodpecker 	Chrysophlegma miniaceum 		33 	11
Checker-throated Woodpecker 	Chrysophlegma mentale 		40 	6
Greater Yellownape 	Chrysophlegma flavinucha 		42 	6
Lesser Yellownape 	Picus chlorolophus 		30 	0
Crimson-winged Woodpecker 	Picus puniceus 		52 	7
Streak-breasted Woodpecker 	Picus viridanus 		3 	0
Laced Woodpecker 	Picus vittatus 		34 	0
Streak-throated Woodpecker 	Picus xanthopygaeus 		14 	0
Scaly-bellied Woodpecker 	Picus squamatus 		22 	10
Japanese Green Woodpecker 	Picus awokera 		107 	57
European Green Woodpecker 	Picus viridis 		545 	497
Red-collared Woodpecker 	Picus rabieri 		8 	0
Black-headed Woodpecker 	Picus erythropygius 		21 	0
Grey-headed Woodpecker 	Picus canus 		393 	89
Olive-backed Woodpecker 	Dinopium rafflesii 		17 	1
Himalayan Flameback 	Dinopium shorii 		5 	1
Common Flameback 	Dinopium javanense 		30 	2
Black-rumped Flameback 	Dinopium benghalense 		42 	2
Buff-spotted Flameback 	Chrysocolaptes lucidus 		5 	0
Luzon Flameback 	Chrysocolaptes haematribon 		6 	0
Yellow-faced Flameback 	Chrysocolaptes xanthocephalus 		7 	0
Red-headed Flameback 	Chrysocolaptes erythrocephalus 		4 	0
Javan Flameback 	Chrysocolaptes strictus 		2 	0
Greater Flameback 	Chrysocolaptes guttacristatus 		87 	8
Crimson-backed Flameback 	Chrysocolaptes stricklandi 		9 	0
White-naped Woodpecker 	Chrysocolaptes festivus 		20 	1
Pale-headed Woodpecker 	Gecinulus grantia 		33 	0
Bamboo Woodpecker 	Gecinulus viridis 		16 	1
Maroon Woodpecker 	Blythipicus rubiginosus 		65 	4
Bay Woodpecker 	Blythipicus pyrrhotis 		98 	8
Orange-backed Woodpecker 	Reinwardtipicus validus 		25 	2
Rufous Woodpecker 	Micropternus brachyurus 		63 	6
Buff-rumped Woodpecker 	Meiglyptes tristis 		24 	1
Black-and-buff Woodpecker 	Meiglyptes jugularis 		4 	0
Buff-necked Woodpecker 	Meiglyptes tukki 		44 	3
Ashy Woodpecker 	Mulleripicus fulvus 		21 	1
Sooty Woodpecker 	Mulleripicus funebris 		9 	0
Great Slaty Woodpecker 	Mulleripicus pulverulentus 		95 	16
White-rumped Falcon 	Polihierax insignis 		4 	0
Collared Falconet 	Microhierax caerulescens 		3 	0
Black-thighed Falconet 	Microhierax fringillarius 		6 	0
White-fronted Falconet 	Microhierax latifrons 		2 	0
Philippine Falconet 	Microhierax erythrogenys 		3 	0
Pied Falconet 	Microhierax melanoleucos 		3 	0
Lesser Kestrel 	Falco naumanni 		104 	46
Common Kestrel 	Falco tinnunculus 		269 	116
Spotted Kestrel 	Falco moluccensis 		2 	2
Nankeen Kestrel 	Falco cenchroides 		6 	7
American Kestrel 	Falco sparverius 		100 	20
Red-necked Falcon 	Falco chicquera 		2 	1
Red-footed Falcon 	Falco vespertinus 		28 	6
Amur Falcon 	Falco amurensis 		26 	2
Eleonora's Falcon 	Falco eleonorae 		12 	0
Sooty Falcon 	Falco concolor 		3 	0
Merlin 	Falco columbarius 		67 	6
Eurasian Hobby 	Falco subbuteo 		122 	16
Oriental Hobby 	Falco severus 		5 	0
Australian Hobby 	Falco longipennis 		3 	0
Brown Falcon 	Falco berigora 		7 	1
Grey Falcon 	Falco hypoleucos 		2 	0
Lanner Falcon 	Falco biarmicus 		6 	1
Laggar Falcon 	Falco jugger 		2 	0
Saker Falcon 	Falco cherrug 		8 	0
Gyrfalcon 	Falco rusticolus 		9 	0
Peregrine Falcon 	Falco peregrinus 		191 	14
Barbary Falcon 	Falco pelegrinoides 		3 	0
Palm Cockatoo 	Probosciger aterrimus 		27 	1
Western Corella 	Cacatua pastinator 		12 	1
