Common name 	Scientific name 	Status 	No. 	No. Back
Iraq Babbler 	Argya altirostris 		7 	0
Eurasian Blackcap 	Sylvia atricapilla 		2913 	5889
Garden Warbler 	Sylvia borin 		938 	563
Barred Warbler 	Sylvia nisoria 		272 	26
Lesser Whitethroat 	Sylvia curruca 		1216 	396
Western Orphean Warbler 	Sylvia hortensis 		117 	88
Eastern Orphean Warbler 	Sylvia crassirostris 		65 	5
Asian Desert Warbler 	Sylvia nana 		21 	4
Common Whitethroat 	Sylvia communis 		2078 	1534
Dartford Warbler 	Sylvia undata 		225 	46
Marmora's Warbler 	Sylvia sarda 		74 	5
Balearic Warbler 	Sylvia balearica 		37 	2
Spectacled Warbler 	Sylvia conspicillata 		134 	45
Subalpine Warbler 	Sylvia cantillans 		327 	174
Moltoni's Warbler 	Sylvia subalpina 		98 	11
Sardinian Warbler 	Sylvia melanocephala 		855 	1818
Menetries's Warbler 	Sylvia mystacea 		48 	5
Rüppell's Warbler 	Sylvia ruppeli 		26 	1
Cyprus Warbler 	Sylvia melanothorax 		20 	3
Common Firecrest 	Regulus ignicapilla 		650 	903
Goldcrest 	Regulus regulus 		1059 	958
Eurasian Wren 	Troglodytes troglodytes 		2327 	8196
Eurasian Nuthatch 	Sitta europaea 		1198 	2007
Krüper's Nuthatch 	Sitta krueperi 		31 	1
Western Rock Nuthatch 	Sitta neumayer 		38 	8
Eastern Rock Nuthatch 	Sitta tephronota 		33 	9
Wallcreeper 	Tichodroma muraria 		23 	0
Eurasian Treecreeper 	Certhia familiaris 		740 	530
Short-toed Treecreeper 	Certhia brachydactyla 		709 	1711
Grey Catbird 	Dumetella carolinensis 		384 	442
Northern Mockingbird 	Mimus polyglottos 		370 	757
Brown Thrasher 	Toxostoma rufum 		163 	97
Rosy Starling 	Pastor roseus 		58 	0
Common Starling 	Sturnus vulgaris 		963 	1933
Spotless Starling 	Sturnus unicolor 		199 	1172
Siberian Thrush 	Geokichla sibirica 		34 	10
Scaly Thrush 	Zoothera dauma 		6 	0
Varied Thrush 	Ixoreus naevius 		92 	148
Veery 	Catharus fuscescens 		216 	158
Grey-cheeked Thrush 	Catharus minimus 		118 	18
Swainson's Thrush 	Catharus ustulatus 		556 	735
Hermit Thrush 	Catharus guttatus 		327 	420
Ring Ouzel 	Turdus torquatus 		341 	107
Common Blackbird 	Turdus merula 		4134 	14063
Eyebrowed Thrush 	Turdus obscurus 		95 	10
Black-throated Thrush 	Turdus atrogularis 		38 	21
Dusky Thrush 	Turdus eunomus 		85 	45
Fieldfare 	Turdus pilaris 		805 	970
Redwing 	Turdus iliacus 		983 	895
Song Thrush 	Turdus philomelos 		2719 	6448
Mistle Thrush 	Turdus viscivorus 		680 	785
American Robin 	Turdus migratorius 		586 	2111
Rufous-tailed Scrub Robin 	Cercotrichas galactotes 		135 	9
Spotted Flycatcher 	Muscicapa striata 		546 	185
Asian Brown Flycatcher 	Muscicapa dauurica 		297 	40
European Robin 	Erithacus rubecula 		3036 	7759
Bluethroat 	Luscinia svecica 		680 	150
Thrush Nightingale 	Luscinia luscinia 		539 	578
Common Nightingale 	Luscinia megarhynchos 		1500 	1589
White-throated Robin 	Irania gutturalis 		23 	3
Siberian Rubythroat 	Calliope calliope 		167 	26
Red-flanked Bluetail 	Tarsiger cyanurus 		159 	51
European Pied Flycatcher 	Ficedula hypoleuca 		625 	389
Collared Flycatcher 	Ficedula albicollis 		283 	21
Semicollared Flycatcher 	Ficedula semitorquata 		29 	5
Red-breasted Flycatcher 	Ficedula parva 		543 	45
Taiga Flycatcher 	Ficedula albicilla 		128 	14
Eversmann's Redstart 	Phoenicurus erythronotus 		6 	3
Black Redstart 	Phoenicurus ochruros 		702 	525
Common Redstart 	Phoenicurus phoenicurus 		916 	425
Moussier's Redstart 	Phoenicurus moussieri 		24 	1
Common Rock Thrush 	Monticola saxatilis 		64 	15
Blue Rock Thrush 	Monticola solitarius 		180 	34
Whinchat 	Saxicola rubetra 		360 	93
European Stonechat 	Saxicola rubicola 		381 	245
Siberian Stonechat 	Saxicola maurus 		47 	7
Northern Wheatear 	Oenanthe oenanthe 		230 	26
Isabelline Wheatear 	Oenanthe isabellina 		120 	9
Desert Wheatear 	Oenanthe deserti 		44 	5
Black-eared Wheatear 	Oenanthe hispanica 		102 	38
Cyprus Wheatear 	Oenanthe cypriaca 		16 	4
Pied Wheatear 	Oenanthe pleschanka 		51 	10
Red-rumped Wheatear 	Oenanthe moesta 		16 	0
Blackstart 	Oenanthe melanura 		17 	6
Black Wheatear 	Oenanthe leucura 		49 	6
White-crowned Wheatear 	Oenanthe leucopyga 		22 	7
Finsch's Wheatear 	Oenanthe finschii 		10 	0
Mourning Wheatear 	Oenanthe lugens 		2 	0
Red-tailed Wheatear 	Oenanthe chrysopygia 		8 	1
White-throated Dipper 	Cinclus cinclus 		161 	5
Palestine Sunbird 	Cinnyris osea 		31 	15
House Sparrow 	Passer domesticus 		1611 	3742
Spanish Sparrow 	Passer hispaniolensis 		161 	288
Dead Sea Sparrow 	Passer moabiticus 		15 	2
Eurasian Tree Sparrow 	Passer montanus 		1792 	2228
Pale Rockfinch 	Carpospiza brachydactyla 		20 	1
Rock Sparrow 	Petronia petronia 		155 	216
Yellow-throated Sparrow 	Gymnoris xanthocollis 		35 	7
White-winged Snowfinch 	Montifringilla nivalis 		54 	0
Common Waxbill 	Estrilda astrild 		206 	286
Red Avadavat 	Amandava amandava 		48 	2
Alpine Accentor 	Prunella collaris 		76 	2
Siberian Accentor 	Prunella montanella 		15 	3
Radde's Accentor 	Prunella ocularis 		10 	0
Dunnock 	Prunella modularis 		1247 	3085
Western Yellow Wagtail 	Motacilla flava 		1060 	559
Citrine Wagtail 	Motacilla citreola 		217 	16
Grey Wagtail 	Motacilla cinerea 		481 	372
White Wagtail 	Motacilla alba 		883 	953
Richard's Pipit 	Anthus richardi 		266 	15
Blyth's Pipit 	Anthus godlewskii 		106 	12
Tawny Pipit 	Anthus campestris 		263 	28
Meadow Pipit 	Anthus pratensis 		568 	839
Tree Pipit 	Anthus trivialis 		929 	514
Olive-backed Pipit 	Anthus hodgsoni 		558 	56
Pechora Pipit 	Anthus gustavi 		20 	4
Red-throated Pipit 	Anthus cervinus 		227 	27
Buff-bellied Pipit 	Anthus rubescens 		129 	29
Water Pipit 	Anthus spinoletta 		311 	43
Eurasian Rock Pipit 	Anthus petrosus 		170 	28
Common Chaffinch 	Fringilla coelebs 		3952 	13421
Brambling 	Fringilla montifringilla 		451 	354
Hawfinch 	Coccothraustes coccothraustes 		750 	1056
Pine Grosbeak 	Pinicola enucleator 		159 	17
Eurasian Bullfinch 	Pyrrhula pyrrhula 		901 	617
Asian Crimson-winged Finch 	Rhodopechys sanguineus 		5 	1
Trumpeter Finch 	Bucanetes githagineus 		54 	9
Common Rosefinch 	Carpodacus erythrinus 		546 	225
Great Rosefinch 	Carpodacus rubicilla 		17 	0
Pallas's Rosefinch 	Carpodacus roseus 		9 	1
House Finch 	Haemorhous mexicanus 		323 	1524
European Greenfinch 	Chloris chloris 		1283 	2757
Grey-capped Greenfinch 	Chloris sinica 		60 	78
Desert Finch 	Rhodospiza obsoleta 		16 	0
Twite 	Linaria flavirostris 		129 	15
Common Linnet 	Linaria cannabina 		826 	2071
Common Redpoll 	Acanthis flammea 		380 	231
Arctic Redpoll 	Acanthis hornemanni 		65 	23
Parrot Crossbill 	Loxia pytyopsittacus 		229 	25
Scottish Crossbill 	Loxia scotica 		7 	0
Red Crossbill 	Loxia curvirostra 		2489 	728
Two-barred Crossbill 	Loxia leucoptera 		209 	45
European Goldfinch 	Carduelis carduelis 		1140 	2394
Citril Finch 	Carduelis citrinella 		86 	52
Red-fronted Serin 	Serinus pusillus 		24 	3
European Serin 	Serinus serinus 		801 	1618
Eurasian Siskin 	Spinus spinus 		699 	1255
Lapland Longspur 	Calcarius lapponicus 		230 	73
Snow Bunting 	Plectrophenax nivalis 		194 	27
Corn Bunting 	Emberiza calandra 		1844 	1604
Yellowhammer 	Emberiza citrinella 		2165 	4815
Pine Bunting 	Emberiza leucocephalos 		121 	15
Rock Bunting 	Emberiza cia 		230 	120
Grey-necked Bunting 	Emberiza buchanani 		25 	3
Cinereous Bunting 	Emberiza cineracea 		16 	0
Ortolan Bunting 	Emberiza hortulana 		719 	106
Cretzschmar's Bunting 	Emberiza caesia 		38 	9
Cirl Bunting 	Emberiza cirlus 		538 	705
Striolated Bunting 	Emberiza striolata 		16 	15
Little Bunting 	Emberiza pusilla 		252 	40
Yellow-browed Bunting 	Emberiza chrysophrys 		52 	1
Rustic Bunting 	Emberiza rustica 		108 	29
Yellow-throated Bunting 	Emberiza elegans 		63 	17
Yellow-breasted Bunting 	Emberiza aureola 		98 	22
Chestnut Bunting 	Emberiza rutila 		19 	0
Black-headed Bunting 	Emberiza melanocephala 		77 	27
Red-headed Bunting 	Emberiza bruniceps 		41 	30
Black-faced Bunting 	Emberiza spodocephala 		213 	128
Common Reed Bunting 	Emberiza schoeniclus 		904 	809
Red Fox Sparrow 	Passerella iliaca 		197 	150
Song Sparrow 	Melospiza melodia 		878 	1674
White-crowned Sparrow 	Zonotrichia leucophrys 		400 	418
White-throated Sparrow 	Zonotrichia albicollis 		394 	687
Dark-eyed Junco 	Junco hyemalis 		464 	624
Savannah Sparrow 	Passerculus sandwichensis 		298 	287
Eastern Towhee 	Pipilo erythrophthalmus 		290 	526
Bobolink 	Dolichonyx oryzivorus 		164 	75
Baltimore Oriole 	Icterus galbula 		225 	272
Brown-headed Cowbird 	Molothrus ater 		250 	491
Ovenbird 	Seiurus aurocapilla 		235 	433
Northern Waterthrush 	Parkesia noveboracensis 		292 	218
Blue-winged Warbler 	Vermivora cyanoptera 		134 	78
Black-and-white Warbler 	Mniotilta varia 		229 	186
Common Yellowthroat 	Geothlypis trichas 		462 	1283
American Redstart 	Setophaga ruticilla 		349 	453
Cape May Warbler 	Setophaga tigrina 		92 	9
Northern Parula 	Setophaga americana 		230 	266
Bay-breasted Warbler 	Setophaga castanea 		83 	17
Blackburnian Warbler 	Setophaga fusca 		174 	80
Mangrove Warbler 	Setophaga petechia 		140 	80
Chestnut-sided Warbler 	Setophaga pensylvanica 		187 	175
Blackpoll Warbler 	Setophaga striata 		197 	125
Myrtle Warbler 	Setophaga coronata 		224 	396
Canada Warbler 	Cardellina canadensis 		170 	43
Wilson's Warbler 	Cardellina pusilla 		301 	405
Summer Tanager 	Piranga rubra 		259 	205
Scarlet Tanager 	Piranga olivacea 		163 	151
Rose-breasted Grosbeak 	Pheucticus ludovicianus 		165 	133
Indigo Bunting 	Passerina cyanea 		228 	431
